sp4,ind.unique,fruit.unique,date,IND,fruit_frsh,fruit_dry,N_seedfull,N_seedempty,N_capsules,dspr_frsh,dspr_dry,seed_frsh,seed_dry,testa_dry,dsprfrsh_n,dsprdry_n,seedfrsh_n,seeddry_n,testadry_n,lugar,sp6,family,genus,species,lifeform
ANTB,2,2,20080626,2,0.0833,0.0208,2,0,NA,0.0165,0.0042,0.0104,0.0033,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,2,20080626,2,0.0833,0.0208,2,0,NA,0.0164,0.0043,0.0105,0.0037,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,3,20080626,2,0.0787,0.0211,2,0,NA,0.0162,0.005,0.0112,0.0041,8E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,3,20080626,2,0.0787,0.0211,2,0,NA,0.0152,0.0051,0.0109,0.0042,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,4,20080626,2,0.0769,0.0174,2,0,NA,0.0137,0.0036,0.0083,0.0028,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,4,20080626,2,0.0769,0.0174,2,0,NA,0.0165,0.0038,0.0097,0.0029,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,5,20080626,2,0.0765,0.0189,2,0,NA,0.0147,0.0049,0.0105,0.0036,0.0012,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,2,5,20080626,2,0.0765,0.0189,2,0,NA,0.014,0.004,0.0086,0.0033,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,1,20080809,3,0.124,0.0274,2,0,0,0.0157,0.0062,0.0128,0.0053,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,1,20080809,3,0.124,0.0274,2,0,0,0.0155,0.0061,0.0117,0.005,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,2,20080809,3,0.1143,0.0222,2,0,NA,0.0157,0.0066,0.0133,0.0057,4E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,2,20080809,3,0.1143,0.0222,2,0,NA,0.0146,0.0059,0.0115,0.005,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,3,20080809,3,0.1307,0.0274,2,0,NA,0.0165,0.0064,0.0128,0.0055,8E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,3,20080809,3,0.1307,0.0274,2,0,NA,0.017,0.0069,0.0136,0.006,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,4,20080809,3,0.1243,0.0245,2,0,NA,0.0159,0.0063,0.0122,0.0056,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,4,20080809,3,0.1243,0.0245,2,0,NA,0.0152,0.0058,0.0121,0.005,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,5,20080809,3,0.1266,0.0249,2,0,NA,0.0169,0.0065,0.0129,0.0053,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,3,5,20080809,3,0.1266,0.0249,2,0,NA,0.0152,0.0055,0.0121,0.0049,4E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,1,20080909,4,0.1639,0.0329,2,0,0,0.0182,0.0092,0.0136,0.0076,0.0012,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,1,20080909,4,0.1639,0.0329,2,0,0,0.0173,0.0086,0.0146,0.0081,0.001,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,2,20080909,4,0.1726,0.0387,2,0,NA,0.0203,0.0101,0.0169,0.0087,0.0011,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,2,20080909,4,0.1726,0.0387,2,0,NA,0.018,0.0087,0.0151,0.0079,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,3,20080909,4,0.1716,0.0379,2,0,NA,0.0182,0.0091,0.0139,0.0076,0.0012,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,3,20080909,4,0.1716,0.0379,2,0,NA,0.0158,0.0085,0.0126,0.0071,0.0012,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,4,20080909,4,0.1815,0.0375,2,0,NA,0.0183,0.0095,0.015,0.0084,0.0011,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,4,20080909,4,0.1815,0.0375,2,0,NA,0.0187,0.0087,0.0141,0.0077,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,5,20080909,4,0.1766,0.0439,2,0,NA,0.0207,0.01,0.0167,0.0089,0.001,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,4,5,20080909,4,0.1766,0.0439,2,0,NA,0.0167,0.0087,0.0133,0.0075,0.0013,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,1,20080909,5,0.1495,0.0279,2,0,0,0.0144,0.0044,0.0094,0.0037,8E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,1,20080909,5,0.1495,0.0279,2,0,0,0.0145,0.005,0.0087,0.0041,0.0014,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,2,20080909,5,0.1502,0.0334,2,0,NA,0.015,0.0053,0.0115,0.0043,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,2,20080909,5,0.1502,0.0334,2,0,NA,0.0148,0.0054,0.0117,0.0049,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,3,20080909,5,0.1437,0.0318,2,0,NA,0.0156,0.0054,0.0109,0.0042,8E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,3,20080909,5,0.1437,0.0318,2,0,NA,0.0136,0.0047,0.0114,0.0045,4E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,4,20080909,5,0.1302,0.0248,2,0,NA,0.0113,0.0036,0.0088,0.0033,3E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,4,20080909,5,0.1302,0.0248,2,0,NA,0.0134,0.0049,0.0097,0.004,7E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,5,20080909,5,0.1303,0.0299,2,0,NA,0.014,0.0053,0.0106,0.0043,9E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTB,5,5,20080909,5,0.1303,0.0299,2,0,NA,0.0129,0.0049,0.0097,0.0038,6E-04,1,1,1,1,1,BCI,NA,Araceae,Anthurium,brownii,E
ANTC,1,1,20110623,1,0.1167,0.0242,2,0,NA,0.0098,0.0039,0.0069,0.0039,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,1,1,20110623,1,0.1167,0.0242,2,0,NA,0.0103,0.0047,0.0083,0.0047,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,1,20110624,1,0.1363,0.0257,2,0,NA,0.0091,0.0035,0.0058,0.0035,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,1,20110624,1,0.1363,0.0257,2,0,NA,0.0117,0.0049,0.0077,0.0049,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,2,20110624,1,0.1312,0.0184,1,0,NA,0.0104,0.0052,0.0083,0.0052,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,3,20110624,1,0.1463,0.0302,2,0,NA,0.0104,0.0042,0.0069,0.0042,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,3,20110624,1,0.1463,0.0302,2,0,NA,0.0101,0.0041,0.0074,0.0041,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,2,4,20110624,1,0.1107,0.0215,1,0,NA,0.013,0.0054,0.0091,0.0054,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,1,20110624,2,0.1126,0.0169,1,0,NA,0.0116,0.0054,0.0092,0.0054,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,2,20110624,2,0.0945,0.0189,1,0,NA,0.0119,0.006,0.0095,0.006,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,3,20110624,2,0.1244,0.0144,2,0,NA,0.0091,0.0037,0.0062,0.0037,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,3,20110624,2,0.1244,0.0144,2,0,NA,0.009,0.0035,0.0059,0.0033,2E-04,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,4,20110624,2,0.1019,0.0181,1,0,NA,0.01,0.0043,0.0071,0.0043,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,3,5,20110624,2,0.0783,0.0149,1,0,NA,0.01,0.0041,0.007,0.0041,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,1,20110624,3,0.1243,0.023,2,0,NA,0.0109,0.0046,0.0072,0.0046,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,1,20110624,3,0.1243,0.023,2,0,NA,0.0097,0.0041,0.0064,0.0041,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,2,20110624,3,0.1167,0.0206,1,1,NA,0.0113,0.0049,0.0082,0.0049,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,3,20110624,3,0.122,0.0189,2,0,NA,0.0103,0.0044,0.0072,0.0044,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,3,20110624,3,0.122,0.0189,2,0,NA,0.0068,0.0032,0.0048,0.0028,2E-04,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,4,20110624,3,0.0823,0.0207,1,1,NA,0.0113,0.006,0.0091,0.006,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,4,5,20110624,3,0.0626,0.016,1,0,NA,0.007,0.0033,0.0052,0.0033,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,1,20110624,4,0.1458,0.0254,2,0,NA,0.0107,0.0046,0.0078,0.0046,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,1,20110624,4,0.1458,0.0254,2,0,NA,0.0102,0.004,0.0073,0.004,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,2,20110624,4,0.1312,0.0248,2,0,NA,0.0089,0.0037,0.0057,0.0037,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,2,20110624,4,0.1312,0.0248,2,0,NA,0.0095,0.0039,0.0071,0.0039,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,3,20110624,4,0.1305,0.0258,2,0,NA,0.0099,0.0042,0.007,0.0042,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,3,20110624,4,0.1305,0.0258,2,0,NA,0.0106,0.004,0.0082,0.004,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,4,20110624,4,0.1058,0.0175,2,0,NA,0.007,0.0029,0.0053,0.0029,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,5,4,20110624,4,0.1058,0.0175,2,0,NA,0.0107,0.0042,0.0081,0.0042,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,6,1,20110627,4,0.1575,0.0275,2,0,NA,0.01,0.0046,0.0074,0.0046,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,6,1,20110627,4,0.1575,0.0275,2,0,NA,0.0087,0.0043,0.0065,0.0043,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,1,20110627,5,0.1231,0.0234,2,0,NA,0.0102,0.0046,0.0078,0.0046,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,1,20110627,5,0.1231,0.0234,2,0,NA,0.0086,0.004,0.0067,0.004,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,2,20110627,5,0.1196,0.0218,2,0,NA,0.015,0.0052,0.0079,0.0049,2E-04,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,2,20110627,5,0.1196,0.0218,2,0,NA,0.0057,0.0027,0.004,0.0027,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,3,20110627,5,0.1181,0.0193,1,0,NA,0.0104,0.0059,0.0089,0.0059,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,4,20110627,5,0.1162,0.0199,1,0,NA,0.0104,0.0052,0.0087,0.0052,NA,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTC,7,5,20110627,5,0.106,0.0173,1,0,NA,0.0103,0.0059,0.0085,0.0056,2E-04,1,1,1,1,1,unknown,ANTHCL,Araceae,Anthurium,clavigerum,E
ANTO,1,1,20110606,1,0.124,0.0275,2,0,NA,0.0246,0.0107,0.0213,0.0105,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,1,20110606,1,0.124,0.0275,2,0,NA,0.0251,0.0103,0.0219,0.0103,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,2,20110606,1,0.1512,0.0377,3,0,NA,0.0217,0.0092,0.0191,0.0092,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,2,20110606,1,0.1512,0.0377,3,0,NA,0.02,0.0088,0.0172,0.0083,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,2,20110606,1,0.1512,0.0377,3,0,NA,0.0226,0.0095,0.0197,0.0095,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,3,20110606,1,0.1472,0.036,3,0,NA,0.0236,0.01,0.0202,0.01,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,3,20110606,1,0.1472,0.036,3,0,NA,0.0188,0.0084,0.0167,0.0084,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,3,20110606,1,0.1472,0.036,3,0,NA,0.0184,0.0079,0.0156,0.0079,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,4,20110606,1,0.0999,0.028,2,0,NA,0.0217,0.0089,0.0174,0.0085,3E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,4,20110606,1,0.0999,0.028,2,0,NA,0.0252,0.0112,0.022,0.0108,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,5,20110606,1,0.1413,0.0387,3,0,NA,0.0219,0.0094,0.019,0.0094,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,5,20110606,1,0.1413,0.0387,3,0,NA,0.0169,0.0079,0.0153,0.0079,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,1,5,20110606,1,0.1413,0.0387,3,0,NA,0.0254,0.0115,0.0217,0.0113,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,1,20110607,2,0.1197,0.0307,2,0,NA,0.0228,0.0094,0.0189,0.0094,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,1,20110607,2,0.1197,0.0307,2,0,NA,0.0212,0.0096,0.019,0.0096,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,2,20110607,2,0.146,0.037,3,0,NA,0.0305,0.0125,0.0265,0.0125,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,2,20110607,2,0.146,0.037,3,0,NA,0.0125,0.0053,0.0105,0.0051,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,2,20110607,2,0.146,0.037,3,0,NA,0.0191,0.0071,0.0153,0.0066,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,3,20110607,2,0.1265,0.0332,3,0,NA,0.0214,0.009,0.0179,0.0085,3E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,3,20110607,2,0.1265,0.0332,3,0,NA,0.0233,0.0097,0.0199,0.0095,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,2,3,20110607,2,0.1265,0.0332,3,0,NA,0.0131,0.0055,0.011,0.0055,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,3,1,20110608,2,0.1243,0.0336,2,0,NA,0.0293,0.0129,0.0253,0.0121,5E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,3,1,20110608,2,0.1243,0.0336,2,0,NA,0.0319,0.013,0.0272,0.0124,7E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,3,2,20110608,2,0.1596,0.0383,3,0,NA,0.0266,0.0112,0.0222,0.0108,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,3,2,20110608,2,0.1596,0.0383,3,0,NA,0.0267,0.0117,0.0233,0.0113,3E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,3,2,20110608,2,0.1596,0.0383,3,0,NA,0.0117,0.0052,0.0093,0.0052,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,1,20110608,3,0.1126,0.0269,2,0,NA,0.0286,0.0109,0.0252,0.0109,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,1,20110608,3,0.1126,0.0269,2,0,NA,0.0263,0.0104,0.0221,0.0104,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,2,20110608,3,0.1104,0.028,2,1,NA,0.0221,0.0089,0.0184,0.0089,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,2,20110608,3,0.1104,0.028,2,1,NA,0.0256,0.0111,0.0213,0.01,5E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,3,20110608,3,0.1108,0.0261,2,0,NA,0.0223,0.0099,0.0193,0.0099,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,3,20110608,3,0.1108,0.0261,2,0,NA,0.021,0.0092,0.0182,0.0092,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,4,20110608,3,0.1256,0.0295,2,0,NA,0.0232,0.0099,0.0198,0.0093,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,4,20110608,3,0.1256,0.0295,2,0,NA,0.0294,0.0112,0.0262,0.0112,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,5,20110608,3,0.1102,0.0317,2,0,NA,0.0293,0.0128,0.0264,0.0128,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,4,5,20110608,3,0.1102,0.0317,2,0,NA,0.0235,0.01,0.0203,0.01,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,1,20110608,4,0.1168,0.0257,2,0,NA,0.0216,0.0094,0.0193,0.0094,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,1,20110608,4,0.1168,0.0257,2,0,NA,0.0219,0.0099,0.0192,0.0099,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,2,20110608,4,0.1372,0.0367,3,0,NA,0.0208,0.0084,0.017,0.0084,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,2,20110608,4,0.1372,0.0367,3,0,NA,0.0237,0.01,0.0206,0.01,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,2,20110608,4,0.1372,0.0367,3,0,NA,0.0237,0.0068,0.0137,0.68,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,2,20110608,4,0.1372,0.0367,3,0,NA,0.0159,NA,NA,NA,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,3,20110608,4,0.1175,0.0286,2,1,NA,0.021,0.0094,0.0183,0.0094,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,3,20110608,4,0.1175,0.0286,2,1,NA,0.0184,0.0078,0.0154,0.0078,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,4,20110608,4,0.0868,0.0224,2,0,NA,0.0203,0.0085,0.0174,0.0085,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,4,20110608,4,0.0868,0.0224,2,0,NA,0.0188,0.0076,0.0158,0.0076,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,5,20110608,4,0.1089,0.0227,2,0,NA,0.0245,0.0103,0.0207,0.01,3E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,5,5,20110608,4,0.1089,0.0227,2,0,NA,0.0191,0.0075,0.016,0.0075,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,6,1,20110610,5,0.1042,0.0307,2,0,NA,0.028,0.0123,0.0236,0.0118,0.002,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,6,1,20110610,5,0.1042,0.0307,2,0,NA,0.0239,0.0104,0.0202,0.0101,1E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,6,2,20110610,5,0.0817,0.029,2,0,NA,0.0252,0.011,0.0211,0.0105,2E-04,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,6,2,20110610,5,0.0817,0.029,2,0,NA,0.0228,0.0099,0.0198,0.0099,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,1,20110613,5,0.1149,0.0359,2,0,NA,0.0313,0.0144,0.0276,0.0144,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,1,20110613,5,0.1149,0.0359,2,0,NA,0.0248,0.0106,0.0215,0.0106,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,2,20110613,5,0.1178,0.032,2,0,NA,0.0188,0.0074,0.0156,0.0074,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,2,20110613,5,0.1178,0.032,2,0,NA,0.0276,0.0123,0.0242,0.0123,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,3,20110613,5,0.1118,0.0346,2,0,NA,0.0211,0.0097,0.018,0.0097,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTO,7,3,20110613,5,0.1118,0.0346,2,0,NA,0.0285,0.013,0.0249,0.013,NA,1,1,1,1,1,unknown,NA,Araceae,Anthurium,ochranthum,E
ANTP,1,1,20091216,1,10.2508,7.3096,24,2,1,0.127,0.0819,0.0709,0.0414,0.0401,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,1,20091216,1,10.2508,7.3096,24,2,1,0.1312,0.0833,0.0705,0.038,0.0449,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,1,20091216,1,10.2508,7.3096,24,2,1,0.13,0.0865,0.0674,0.0453,0.0412,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,1,20091216,1,10.2508,7.3096,24,2,1,0.1056,0.0811,0.0552,0.0431,0.0379,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,2,20091216,1,8.5092,7.3215,27,4,NA,0.0931,0.0834,0.0462,0.0438,0.0395,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,2,20091216,1,8.5092,7.3215,27,4,NA,0.0516,0.0444,0.0179,0.0164,0.028,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,2,20091216,1,8.5092,7.3215,27,4,NA,0.0782,0.0694,0.0385,0.0355,0.0339,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,2,20091216,1,8.5092,7.3215,27,4,NA,0.0995,0.0895,0.0548,0.0508,0.0383,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,3,20091216,1,9.2996,7.1151,16,7,NA,0.1146,0.0863,0.0539,0.0412,0.0446,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,3,20091216,1,9.2996,7.1151,16,7,NA,0.1231,0.0974,0.0601,0.0489,0.0439,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,3,20091216,1,9.2996,7.1151,16,7,NA,0.1167,0.0922,0.0577,0.0477,0.0442,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,3,20091216,1,9.2996,7.1151,16,7,NA,0.1076,0.0836,0.0491,0.0403,0.0432,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,4,20091216,1,9.0891,6.2722,16,2,NA,0.1644,0.1031,0.0768,0.053,0.0498,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,4,20091216,1,9.0891,6.2722,16,2,NA,0.164,0.1026,0.0745,0.0521,0.0499,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
ANTP,1,4,20091216,1,9.0891,6.2722,16,2,NA,0.1283,0.095,0.0631,0.0489,0.0452,1,1,1,1,1,unknown,ANTHPA,Hippocrateaceae,Anthodon,panamense,L
