sp4,ind.unique,fruit.unique,date,IND,fruit_frsh,fruit_dry,N_seedfull,N_seedempty,N_capsules,dspr_frsh,dspr_dry,seed_frsh,seed_dry,testa_dry,dsprfrsh_n,dsprdry_n,seedfrsh_n,seeddry_n,testadry_n,lugar,sp6,family,genus,species,lifeform
ABUD,1,1,20120104,1,3.9868,1.4826,1,0,NA,1.7863,0.9111,0.9317,0.6032,0.3072,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,1,2,20120104,1,4.1977,1.4621,1,0,NA,1.9769,0.9269,1.0327,0.6688,0.2576,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,1,3,20120104,1,3.9927,1.3798,1,0,NA,1.858,0.8717,0.9489,0.6253,0.2464,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,2,1,20120111,1,4.5679,1.5782,1,0,NA,2.2013,1.0049,1.1033,0.7164,0.2875,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,2,2,20120111,1,4.3223,1.5265,1,0,NA,2.0299,0.9753,1.0787,0.6983,0.2769,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,3,1,20120111,2,3.8257,1.4187,1,0,NA,1.7982,0.8599,0.8877,0.5623,0.297,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,3,2,20120111,2,3.4212,1.1746,1,0,NA,1.6087,0.7488,0.8022,0.5228,0.2254,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,3,3,20120111,2,3.7783,1.3346,1,0,NA,1.7615,0.8472,0.9257,0.6058,0.2415,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,3,4,20120111,2,3.3021,1.2116,1,0,NA,1.5411,0.7374,0.7992,0.4869,0.2501,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUD,3,5,20120111,2,3.359,1.2495,1,0,NA,1.5805,0.7435,0.8231,0.5187,0.2241,1,1,1,1,1,unknown,ABUTDW,Menispermaceae,Abuta,dwyerana,L
ABUR,1,1,20000407,1,2.7097,0.3646,1,0,NA,0.7749,0.1912,0.0598,0.0043,0.1873,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,1,2,20000407,1,2.997,0.2957,1,0,NA,0.8432,0.1529,0.0926,0.0061,0.1472,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,1,3,20000407,1,2.7174,0.2787,1,0,NA,0.7112,0.1451,0.1168,0.0062,0.1395,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,1,4,20000407,1,2.1606,0.2707,1,0,NA,0.6021,0.1626,0.0843,0.0052,0.1578,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,1,5,20000407,1,2.5674,0.3667,1,0,NA,0.7271,0.2102,0.0943,0.0064,0.2043,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,2,1,20000506,2,2.5072,0.4241,1,0,NA,0.7096,0.2457,0.0812,0.0058,0.2404,1,1,1,1,1,Belbour14,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,2,2,20000506,2,1.3047,0.1811,1,0,NA,0.3541,0.0874,0.0368,0.0022,0.085,1,1,1,1,1,Belbour14,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,2,3,20000506,2,2.5424,0.4395,1,0,NA,0.7391,0.254,0.0679,0.0048,0.2496,1,1,1,1,1,Belbour14,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,2,4,20000506,2,1.6932,0.1748,1,0,NA,0.5257,0.0652,0.0548,0.0042,0.0618,1,1,1,1,1,Belbour14,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,2,5,20000506,2,2.2023,0.4206,1,0,NA,0.6881,0.2351,0.0679,0.0053,0.2302,1,1,1,1,1,Belbour14,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,3,1,20071208,3,2.1982,0.3345,1,0,NA,0.5926,0.1986,0.2026,0.095,0.103,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,3,2,20071208,3,2.3207,0.3597,1,0,NA,0.7377,0.2214,0.2351,0.1063,0.1145,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,3,3,20071208,3,2.4466,0.3754,1,0,NA,0.7865,0.2289,0.2262,0.1055,0.1231,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,4,1,20081127,3,2.2111,0.7661,1,0,0,1.0735,0.5303,0.5729,0.3488,0.181,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ABUR,4,2,20081127,3,1.8971,0.7337,1,0,NA,0.9642,0.5119,0.5408,0.3326,0.1793,1,1,1,1,1,BCI,ABUTRA,Menispermaceae,Abuta,racemosa,L
ACAG,1,1,20080423,1,2.6001,2.2063,7,2,1,0.1061,0.0871,0.0864,0.0721,0.015,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,1,20080423,1,2.6001,2.2063,7,2,1,0.0427,0.0348,0.0268,0.0226,0.0122,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,1,20080423,1,2.6001,2.2063,7,2,1,0.0881,0.0699,0.0711,0.0588,0.0114,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,1,20080423,1,2.6001,2.2063,7,2,1,0.0668,0.0535,0.0509,0.0419,0.0116,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,2,20080423,1,2.2576,1.9362,5,0,NA,0.1166,0.0972,0.0986,0.0832,0.0138,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,2,20080423,1,2.2576,1.9362,5,0,NA,0.1371,0.1137,0.1139,0.095,0.0176,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,2,20080423,1,2.2576,1.9362,5,0,NA,0.0948,0.0768,0.0749,0.0632,0.0138,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,2,20080423,1,2.2576,1.9362,5,0,NA,0.1367,0.1141,0.1163,0.0983,0.0157,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,3,20080423,1,2.2268,1.878,5,0,NA,0.1342,0.1092,0.1129,0.0931,0.0163,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,3,20080423,1,2.2268,1.878,5,0,NA,0.1057,0.0864,0.0866,0.0724,0.0139,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,3,20080423,1,2.2268,1.878,5,0,NA,0.1407,0.1142,0.1197,0.0999,0.0147,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,3,20080423,1,2.2268,1.878,5,0,NA,0.1393,0.1099,0.1176,0.0939,0.016,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,4,20080423,1,2.9515,2.5486,7,0,NA,0.12,0.1009,0.1004,0.0857,0.015,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,4,20080423,1,2.9515,2.5486,7,0,NA,0.1444,0.1214,0.1252,0.1076,0.0136,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,4,20080423,1,2.9515,2.5486,7,0,NA,0.1186,0.0996,0.0983,0.0838,0.0162,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,4,20080423,1,2.9515,2.5486,7,0,NA,0.1315,0.1115,0.1117,0.0964,0.0147,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,5,20080423,1,1.6953,1.4424,2,1,NA,0.1233,0.1033,0.1025,0.0865,0.0165,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAG,1,5,20080423,1,1.6953,1.4424,2,1,NA,0.1216,0.1019,0.1015,0.0863,0.0157,1,1,1,1,1,BCI,NA,Fabaceae-Mimosoideae,Acacia,glauca,S
ACAH,1,1,20130409,1,2.0045,1.4927,5,2,NA,0.0578,0.0436,0.0455,0.0348,0.009,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,1,20130409,1,2.0045,1.4927,5,2,NA,0.0604,0.0454,0.0485,0.0367,0.0085,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,1,20130409,1,2.0045,1.4927,5,2,NA,0.0658,0.052,0.0531,0.0417,0.01,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,1,20130409,1,2.0045,1.4927,5,2,NA,0.0632,0.0493,0.0504,0.0394,0.0097,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,2,20130409,1,2.2762,1.8692,7,1,NA,0.0517,0.0374,0.0409,0.0293,0.0079,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,2,20130409,1,2.2762,1.8692,7,1,NA,0.0528,0.0398,0.0425,0.0322,0.0074,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,2,20130409,1,2.2762,1.8692,7,1,NA,0.0578,0.0438,0.046,0.0354,0.0084,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,2,20130409,1,2.2762,1.8692,7,1,NA,0.0411,0.0313,0.0317,0.0239,0.007,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,3,20130409,1,2.41,1.8406,5,1,1,0.054,0.0437,0.042,0.0346,0.0092,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,3,20130409,1,2.41,1.8406,5,1,1,0.0465,0.0373,0.037,0.0299,0.0074,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,3,20130409,1,2.41,1.8406,5,1,1,0.0588,0.0471,0.0472,0.0381,0.0091,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,3,20130409,1,2.41,1.8406,5,1,1,0.0501,0.0398,0.0411,0.0323,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,4,20130409,1,2.4198,1.8374,5,2,NA,0.0537,0.0411,0.0427,0.0332,0.0081,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,4,20130409,1,2.4198,1.8374,5,2,NA,0.0569,0.0411,0.0447,0.032,0.009,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,4,20130409,1,2.4198,1.8374,5,2,NA,0.0475,0.0344,0.038,0.0277,0.0068,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,4,20130409,1,2.4198,1.8374,5,2,NA,0.0641,0.046,0.051,0.0363,0.0093,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,5,20130409,1,2.6333,2.0196,7,2,NA,0.0563,0.0356,0.0452,0.0286,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,5,20130409,1,2.6333,2.0196,7,2,NA,0.0556,0.0388,0.043,0.0302,0.008,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,5,20130409,1,2.6333,2.0196,7,2,NA,0.0448,0.0357,0.0341,0.028,0.0076,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,1,5,20130409,1,2.6333,2.0196,7,2,NA,0.0668,0.0434,0.0531,0.0342,0.0097,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,1,20130409,2,1.3078,1.1418,4,2,NA,0.04,0.033,0.0318,0.0256,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,1,20130409,2,1.3078,1.1418,4,2,NA,0.0448,0.0368,0.0353,0.0295,0.007,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,1,20130409,2,1.3078,1.1418,4,2,NA,0.0477,0.039,0.0371,0.0302,0.0082,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,1,20130409,2,1.3078,1.1418,4,2,NA,0.0356,0.0281,0.0264,0.0213,0.0064,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,2,20130409,2,1.4166,1.243,7,5,NA,0.0482,0.0406,0.0376,0.0314,0.0089,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,2,20130409,2,1.4166,1.243,7,5,NA,0.0476,0.04,0.038,0.0321,0.0078,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,2,20130409,2,1.4166,1.243,7,5,NA,0.0507,0.0423,0.0407,0.0344,0.0087,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,2,20130409,2,1.4166,1.243,7,5,NA,0.0503,0.0418,0.041,0.0342,0.0078,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,3,20130409,2,1.443,1.2421,6,4,NA,0.0436,0.0335,0.0337,0.0261,0.0072,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,3,20130409,2,1.443,1.2421,6,4,NA,0.0527,0.0381,0.0411,0.03,0.0078,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,3,20130409,2,1.443,1.2421,6,4,NA,0.0539,0.0426,0.0426,0.0336,0.0089,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,3,20130409,2,1.443,1.2421,6,4,NA,0.0487,0.0368,0.038,0.0293,0.0079,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,4,20130409,2,1.5216,1.3043,8,3,1,0.0588,0.048,0.0475,0.0398,0.0086,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,4,20130409,2,1.5216,1.3043,8,3,1,0.0515,0.0402,0.0417,0.0343,0.0059,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,4,20130409,2,1.5216,1.3043,8,3,1,0.0455,0.0371,0.036,0.0301,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,4,20130409,2,1.5216,1.3043,8,3,1,0.0568,0.046,0.0457,0.0373,0.0084,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,5,20130409,2,1.6326,1.4488,8,2,NA,0.034,0.0278,0.0254,0.0215,0.0059,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,5,20130409,2,1.6326,1.4488,8,2,NA,0.0267,0.0221,0.0207,0.0172,0.005,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,5,20130409,2,1.6326,1.4488,8,2,NA,0.0278,0.0234,0.0212,0.0178,0.0052,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,2,5,20130409,2,1.6326,1.4488,8,2,NA,0.0321,0.0266,0.0242,0.0203,0.0061,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,1,20130409,3,2.0119,1.702,10,3,NA,0.0542,0.0429,0.043,0.0342,0.0082,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,1,20130409,3,2.0119,1.702,10,3,NA,0.0356,0.0287,0.0273,0.0217,0.0064,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,1,20130409,3,2.0119,1.702,10,3,NA,0.0518,0.0405,0.0413,0.0327,0.0077,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,1,20130409,3,2.0119,1.702,10,3,NA,0.046,0.0355,0.0365,0.0281,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,2,20130409,3,2.1718,1.8314,7,7,NA,0.0408,0.0321,0.0324,0.026,0.0063,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,2,20130409,3,2.1718,1.8314,7,7,NA,0.0537,0.0428,0.0438,0.0349,0.0077,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,2,20130409,3,2.1718,1.8314,7,7,NA,0.054,0.0436,0.0442,0.0358,0.008,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,2,20130409,3,2.1718,1.8314,7,7,NA,0.0446,0.0348,0.0345,0.0273,0.0074,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,3,20130409,3,2.4654,1.9099,8,3,NA,0.0634,0.0486,0.0514,0.0393,0.0095,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,3,20130409,3,2.4654,1.9099,8,3,NA,0.0624,0.0476,0.049,0.0379,0.0099,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,3,20130409,3,2.4654,1.9099,8,3,NA,0.0579,0.0432,0.0464,0.0343,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,3,20130409,3,2.4654,1.9099,8,3,NA,0.0536,0.0414,0.0427,0.0332,0.0086,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,4,20130409,3,2.4982,2.0252,12,3,1,0.0536,0.0421,0.0421,0.0332,0.0085,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,4,20130409,3,2.4982,2.0252,12,3,1,0.0583,0.0457,0.0464,0.0373,0.0096,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,4,20130409,3,2.4982,2.0252,12,3,1,0.051,0.0411,0.04,0.0325,0.0086,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,4,20130409,3,2.4982,2.0252,12,3,1,0.0554,0.0439,0.0437,0.0352,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,5,20130409,3,2.8149,1.6716,8,1,NA,0.064,0.0433,0.0522,0.0355,0.0084,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,5,20130409,3,2.8149,1.6716,8,1,NA,0.0607,0.0408,0.0486,0.0321,0.0083,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,5,20130409,3,2.8149,1.6716,8,1,NA,0.0685,0.0348,0.0534,0.0261,0.008,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,3,5,20130409,3,2.8149,1.6716,8,1,NA,0.0889,0.0402,0.0651,0.0319,0.0079,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,1,20130409,4,1.2171,1.0748,5,1,NA,0.0361,0.0304,0.0278,0.0231,0.0072,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,1,20130409,4,1.2171,1.0748,5,1,NA,0.0369,0.0304,0.0287,0.024,0.0066,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,1,20130409,4,1.2171,1.0748,5,1,NA,0.0413,0.0352,0.0319,0.0273,0.0078,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,1,20130409,4,1.2171,1.0748,5,1,NA,0.0365,0.0297,0.0276,0.023,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,2,20130409,4,1.3549,1.1511,5,2,NA,0.0545,0.0427,0.0435,0.0342,0.0083,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,2,20130409,4,1.3549,1.1511,5,2,NA,0.0586,0.0424,0.0474,0.0343,0.0081,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,2,20130409,4,1.3549,1.1511,5,2,NA,0.0529,0.0406,0.042,0.0317,0.0094,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,2,20130409,4,1.3549,1.1511,5,2,NA,0.0609,0.0441,0.0492,0.0352,0.009,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,3,20130409,4,1.3772,1.1553,5,2,NA,0.057,0.0437,0.0462,0.0357,0.008,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,3,20130409,4,1.3772,1.1553,5,2,NA,0.0484,0.0378,0.038,0.0299,0.0077,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,3,20130409,4,1.3772,1.1553,5,2,NA,0.0294,0.0207,0.0222,0.0155,0.005,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,3,20130409,4,1.3772,1.1553,5,2,NA,0.0583,0.0437,0.0473,0.0353,0.0079,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,4,20130409,4,1.6108,1.366,8,1,NA,0.048,0.0374,0.0384,0.0301,0.0077,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,4,20130409,4,1.6108,1.366,8,1,NA,0.0434,0.035,0.034,0.0277,0.0071,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,4,20130409,4,1.6108,1.366,8,1,NA,0.0512,0.0413,0.0408,0.0328,0.0081,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,4,20130409,4,1.6108,1.366,8,1,NA,0.0551,0.0439,0.0443,0.0353,0.0087,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,5,20130409,4,1.7253,1.4249,7,2,1,0.0594,0.0396,0.0485,0.032,0.0072,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,5,20130409,4,1.7253,1.4249,7,2,1,0.0665,0.0453,0.0525,0.0362,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,5,20130409,4,1.7253,1.4249,7,2,1,0.0558,0.0414,0.0429,0.0313,0.0103,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,4,5,20130409,4,1.7253,1.4249,7,2,1,0.0595,0.044,0.047,0.0344,0.01,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,1,20130409,5,2.3986,1.8073,9,2,NA,0.0726,0.0454,0.0586,0.037,0.0087,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,1,20130409,5,2.3986,1.8073,9,2,NA,0.0667,0.0409,0.0532,0.0322,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,1,20130409,5,2.3986,1.8073,9,2,NA,0.0682,0.0399,0.054,0.0308,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,1,20130409,5,2.3986,1.8073,9,2,NA,0.0741,0.044,0.0601,0.0353,0.0096,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,2,20130409,5,2.4202,1.0928,1,7,NA,0.046,0.0228,0.036,0.0179,0.0051,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,3,20130409,5,3.2709,1.3614,6,2,NA,0.0774,0.0343,0.0561,0.0262,0.0083,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,3,20130409,5,3.2709,1.3614,6,2,NA,0.1042,0.0478,0.0772,0.0368,0.0109,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,3,20130409,5,3.2709,1.3614,6,2,NA,0.0806,0.0353,0.0587,0.0267,0.0084,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,3,20130409,5,3.2709,1.3614,6,2,NA,0.084,0.0391,0.0617,0.03,0.009,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,4,20130409,5,3.8175,1.7757,8,1,1,0.0774,0.0352,0.0544,0.0262,0.0091,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,4,20130409,5,3.8175,1.7757,8,1,1,0.0832,0.0386,0.0616,0.0298,0.0088,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,4,20130409,5,3.8175,1.7757,8,1,1,0.0879,0.0411,0.0665,0.0316,0.0089,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,5,4,20130409,5,3.8175,1.7757,8,1,1,0.0835,0.0373,0.0591,0.028,0.0091,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,6,1,20130410,5,2.1084,1.7669,11,1,NA,0.0485,0.0397,0.0381,0.0317,0.0076,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,6,1,20130410,5,2.1084,1.7669,11,1,NA,0.0492,0.0405,0.0387,0.0313,0.0085,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,6,1,20130410,5,2.1084,1.7669,11,1,NA,0.0411,0.0333,0.0318,0.0256,0.0074,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAH,6,1,20130410,5,2.1084,1.7669,11,1,NA,0.0445,0.0355,0.0344,0.0282,0.0076,1,1,1,1,1,unknown,ACACHA,Fabaceae,Acacia,hayesii,L
ACAT,1,1,20100211,1,2.7129,2.4199,4,4,1,0.0633,0.056,0.0445,0.0396,0.0167,1,1,1,1,1,unknown,ACACTI,Fabaceae-Mimosoideae,Acacia,tenuifolia,V
ACAT,1,1,20100211,1,2.7129,2.4199,4,4,1,0.0749,0.0623,0.0548,0.0486,0.0137,1,1,1,1,1,unknown,ACACTI,Fabaceae-Mimosoideae,Acacia,tenuifolia,V
ACAT,1,1,20100211,1,2.7129,2.4199,4,4,1,0.0794,0.0695,0.0588,0.0523,0.0174,1,1,1,1,1,unknown,ACACTI,Fabaceae-Mimosoideae,Acacia,tenuifolia,V
