sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
micoar,1,1982-01-01,1985-05-03,3.334246575342466,446,573,285,1.1210913057668631e-4,2.0054304103158795e-4,bci
micoar,2,1985-05-03,1990-08-10,5.271232876712329,573,740,228,1.8381330226431374e-4,2.727895964038511e-4,bci
micoar,3,1990-08-10,1995-05-20,4.7753424657534245,740,611,269,2.826234818475014e-4,2.0521705051347234e-4,bci
micoar,4,1995-05-20,2000-05-14,4.983606557377049,611,435,188,2.57376654555408e-4,1.502884956860184e-4,bci
micoar,5,2000-05-14,2005-05-29,5.041095890410959,435,387,121,1.9502993190925055e-4,1.6521643913331417e-4,bci
micoar,6,2005-05-29,2010-05-17,4.967123287671233,387,563,129,1.535809710843951e-4,2.5834938546754835e-4,bci
micoar,7,2010-05-17,2015-07-09,5.144808743169399,563,512,192,2.1246116626580082e-4,1.83254914299343e-4,bci
ficuc2,1,1982-01-01,1985-05-03,3.334246575342466,7,4,3,3.141614991715263e-6,7.854037479288157e-7,bci
ficuc2,2,1985-05-03,1990-08-10,5.271232876712329,4,0,0,8e-6,0,bci
ficuc2,3,1990-08-10,1995-05-20,4.7753424657534245,0,1,0,NaN,NaN,bci
ficuc2,4,1995-05-20,2000-05-14,4.983606557377049,1,4,1,0,NaN,bci
ficuc2,5,2000-05-14,2005-05-29,5.041095890410959,4,2,2,1.0277203531698794e-6,0,bci
ficuc2,6,2005-05-29,2010-05-17,4.967123287671233,2,3,1,5.209914434338318e-7,1.0419828868676636e-6,bci
ficuc2,7,2010-05-17,2015-07-09,5.144808743169399,3,4,2,4.54709891386164e-7,9.09419782772328e-7,bci
ficuin,1,1982-01-01,1985-05-03,3.334246575342466,5,4,4,6.4734403732573e-7,0,bci
ficuin,2,1985-05-03,1990-08-10,5.271232876712329,4,3,1,1.8500182870662422e-6,1.2333455247108282e-6,bci
ficuin,3,1990-08-10,1995-05-20,4.7753424657534245,3,5,2,4.88419632394391e-7,1.465258897183173e-6,bci
ficuin,4,1995-05-20,2000-05-14,4.983606557377049,5,13,2,1.6794852345271484e-6,6.158112526599544e-6,bci
ficuin,5,2000-05-14,2005-05-29,5.041095890410959,13,13,9,1.8290588368510586e-6,1.8290588368510586e-6,bci
ficuin,6,2005-05-29,2010-05-17,4.967123287671233,13,10,6,3.7479301184787696e-6,2.1416743534164397e-6,bci
ficuin,7,2010-05-17,2015-07-09,5.144808743169399,10,6,6,1.8903898097084062e-6,0,bci
ormoma,1,1982-01-01,1985-05-03,3.334246575342466,65,71,55,6.3528491350592495e-06,1.0164558616094799e-5,bci
ormoma,2,1985-05-03,1990-08-10,5.271232876712329,71,97,66,1.9536363567314773e-6,1.211254541173516e-5,bci
ormoma,3,1990-08-10,1995-05-20,4.7753424657534245,97,107,94,1.2721051631447658e-6,5.512455706960652e-6,bci
ormoma,4,1995-05-20,2000-05-14,4.983606557377049,107,98,83,1.0633194498614767e-5,6.64574656163423e-6,bci
ormoma,5,2000-05-14,2005-05-29,5.041095890410959,98,100,84,5.902736203509265e-6,6.745984232582017e-6,bci
ormoma,6,2005-05-29,2010-05-17,4.967123287671233,100,94,82,7.833059722989933e-6,5.222039815326622e-6,bci
ormoma,7,2010-05-17,2015-07-09,5.144808743169399,94,98,72,9.494900954644646e-6,1.1221246582761854e-5,bci
termam,1,1982-01-01,1985-05-03,3.334246575342466,27,25,20,4.648047560660932e-6,3.320033971900666e-6,bci
termam,2,1985-05-03,1990-08-10,5.271232876712329,25,21,19,2.536552788314184e-6,8.45517596104728e-7,bci
termam,3,1990-08-10,1995-05-20,4.7753424657534245,21,14,13,4.013050443061413e-6,5.016313053826766e-7,bci
termam,4,1995-05-20,2000-05-14,4.983606557377049,14,8,8,2.9740525579553615e-6,0,bci
termam,5,2000-05-14,2005-05-29,5.041095890410959,8,11,4,2.055440706339759e-6,3.597021236094578e-6,bci
termam,6,2005-05-29,2010-05-17,4.967123287671233,11,13,6,2.5273112565961487e-6,3.5382357592346083e-6,bci
termam,7,2010-05-17,2015-07-09,5.144808743169399,13,26,12,4.0137645937691355e-7,5.61927043127679e-6,bci
tri2pa,1,1982-01-01,1985-05-03,3.334246575342466,404,410,338,4.208896536104927e-5,4.5915234939326474e-5,bci
tri2pa,2,1985-05-03,1990-08-10,5.271232876712329,410,409,324,3.581554455504609e-5,3.539908473463858e-5,bci
tri2pa,3,1990-08-10,1995-05-20,4.7753424657534245,409,382,327,3.744436830400015e-5,2.511512508195132e-5,bci
tri2pa,4,1995-05-20,2000-05-14,4.983606557377049,382,324,301,3.567386372071306e-5,1.0129615624400007e-5,bci
tri2pa,5,2000-05-14,2005-05-29,5.041095890410959,324,281,235,3.99952325115996e-5,2.067169320824249e-5,bci
tri2pa,6,2005-05-29,2010-05-17,4.967123287671233,281,273,211,3.149823430191819e-5,2.789843609598468e-5,bci
tri2pa,7,2010-05-17,2015-07-09,5.144808743169399,273,250,200,3.2042963037302366e-5,2.1947234957056413e-5,bci
ficubu,1,1982-01-01,1985-05-03,3.334246575342466,0,0,0,NaN,NaN,bci
ficubu,2,1985-05-03,1990-08-10,5.271232876712329,0,0,0,NaN,NaN,bci
ficubu,3,1990-08-10,1995-05-20,4.7753424657534245,0,1,0,NaN,NaN,bci
ficubu,4,1995-05-20,2000-05-14,4.983606557377049,1,1,1,0,NaN,bci
ficubu,5,2000-05-14,2005-05-29,5.041095890410959,1,3,0,2e-6,6e-6,bci
ficubu,6,2005-05-29,2010-05-17,4.967123287671233,3,0,0,6e-6,0,bci
ficubu,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
tet4jo,1,1982-01-01,1985-05-03,3.334246575342466,2,0,0,4e-6,0,bci
tet4jo,2,1985-05-03,1990-08-10,5.271232876712329,0,1,0,NaN,NaN,bci
tet4jo,3,1990-08-10,1995-05-20,4.7753424657534245,1,0,0,2e-6,0,bci
tet4jo,4,1995-05-20,2000-05-14,4.983606557377049,0,0,0,NaN,NaN,bci
tet4jo,5,2000-05-14,2005-05-29,5.041095890410959,0,0,0,NaN,NaN,bci
tet4jo,6,2005-05-29,2010-05-17,4.967123287671233,0,1,0,NaN,NaN,bci
tet4jo,7,2010-05-17,2015-07-09,5.144808743169399,1,0,0,2e-6,0,bci
pse1se,1,1982-01-01,1985-05-03,3.334246575342466,12,6,6,4.504832164047912e-6,0,bci
pse1se,2,1985-05-03,1990-08-10,5.271232876712329,6,10,1,3.4580112049780763e-6,6.2244201689605374e-6,bci
pse1se,3,1990-08-10,1995-05-20,4.7753424657534245,10,4,3,4.45701433036462e-6,6.367163329092314e-7,bci
pse1se,4,1995-05-20,2000-05-14,4.983606557377049,4,5,2,1.0387706626010872e-6,1.5581559939016307e-6,bci
pse1se,5,2000-05-14,2005-05-29,5.041095890410959,5,23,3,9.636725520177514e-7,9.636725520177514e-6,bci
pse1se,6,2005-05-29,2010-05-17,4.967123287671233,23,28,7,9.796715594854198e-6,1.2858189218246135e-5,bci
pse1se,7,2010-05-17,2015-07-09,5.144808743169399,28,15,9,1.1086210489675915e-5,3.5009085756871306e-6,bci
tocopi,1,1982-01-01,1985-05-03,3.334246575342466,2,3,1,7.50805360674652e-7,1.501610721349304e-6,bci
tocopi,2,1985-05-03,1990-08-10,5.271232876712329,3,2,2,4.442184099132249e-7,0,bci
tocopi,3,1990-08-10,1995-05-20,4.7753424657534245,2,2,2,0,NaN,bci
tocopi,4,1995-05-20,2000-05-14,4.983606557377049,2,2,2,0,NaN,bci
tocopi,5,2000-05-14,2005-05-29,5.041095890410959,2,2,2,0,NaN,bci
tocopi,6,2005-05-29,2010-05-17,4.967123287671233,2,1,1,5.209914434338318e-7,0,bci
tocopi,7,2010-05-17,2015-07-09,5.144808743169399,1,1,1,0,NaN,bci
sch2mo,1,1982-01-01,1985-05-03,3.334246575342466,0,0,0,NaN,NaN,bci
sch2mo,2,1985-05-03,1990-08-10,5.271232876712329,0,0,0,NaN,NaN,bci
sch2mo,3,1990-08-10,1995-05-20,4.7753424657534245,0,0,0,NaN,NaN,bci
sch2mo,4,1995-05-20,2000-05-14,4.983606557377049,0,0,0,NaN,NaN,bci
sch2mo,5,2000-05-14,2005-05-29,5.041095890410959,0,0,0,NaN,NaN,bci
sch2mo,6,2005-05-29,2010-05-17,4.967123287671233,0,0,0,NaN,NaN,bci
sch2mo,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
pochse,1,1982-01-01,1985-05-03,3.334246575342466,12,10,8,2.74807212707837e-6,1.374036063539185e-6,bci
pochse,2,1985-05-03,1990-08-10,5.271232876712329,10,9,9,3.9578798563087106e-7,0,bci
pochse,3,1990-08-10,1995-05-20,4.7753424657534245,9,8,7,9.228000342242857e-7,4.6140001711214287e-7,bci
pochse,4,1995-05-20,2000-05-14,4.983606557377049,8,4,4,2.0775413252021744e-6,0,bci
pochse,5,2000-05-14,2005-05-29,5.041095890410959,4,5,4,0,NaN,bci
pochse,6,2005-05-29,2010-05-17,4.967123287671233,5,8,4,4.3929956749244493e-7,1.7571982699697797e-6,bci
pochse,7,2010-05-17,2015-07-09,5.144808743169399,8,9,7,4.0993061021509545e-7,8.198612204301909e-7,bci
ocotpu,1,1982-01-01,1985-05-03,3.334246575342466,236,208,162,5.036531673977837e-5,3.130816986526764e-5,bci
ocotpu,2,1985-05-03,1990-08-10,5.271232876712329,208,176,120,4.122098726441295e-5,2.6231537350080973e-5,bci
ocotpu,3,1990-08-10,1995-05-20,4.7753424657534245,176,126,99,3.9955842552115776e-5,1.4010490245547091e-5,bci
ocotpu,4,1995-05-20,2000-05-14,4.983606557377049,126,92,64,3.202725206158157e-5,1.4463920285875548e-5,bci
ocotpu,5,2000-05-14,2005-05-29,5.041095890410959,92,93,47,2.2951972275217234e-5,2.3462016103555396e-5,bci
ocotpu,6,2005-05-29,2010-05-17,4.967123287671233,93,118,56,1.805683267973337e-5,3.025739530117484e-5,bci
ocotpu,7,2010-05-17,2015-07-09,5.144808743169399,118,121,77,1.8791221921585245e-5,2.0166189379262214e-5,bci
cupasy,1,1982-01-01,1985-05-03,3.334246575342466,798,869,705,5.822365321230931e-5,1.026739691055777e-4,bci
cupasy,2,1985-05-03,1990-08-10,5.271232876712329,869,955,747,4.916954784567376e-5,8.383004878606673e-5,bci
cupasy,3,1990-08-10,1995-05-20,4.7753424657534245,955,969,807,6.617662469106127e-5,7.243657567535086e-5,bci
cupasy,4,1995-05-20,2000-05-14,4.983606557377049,969,994,817,6.5228992146227675e-05,7.595744480185723e-5,bci
cupasy,5,2000-05-14,2005-05-29,5.041095890410959,994,990,817,7.584818800281938e-5,7.41341046581229e-5,bci
cupasy,6,2005-05-29,2010-05-17,4.967123287671233,990,1063,857,5.6680762355275505e-5,8.779125597884778e-5,bci
cupasy,7,2010-05-17,2015-07-09,5.144808743169399,1063,1098,899,6.812869695039477e-5,8.266835788493024e-5,bci
ingami,1,1982-01-01,1985-05-03,3.334246575342466,5,7,4,6.4734403732573e-7,1.94203211197719e-6,bci
ingami,2,1985-05-03,1990-08-10,5.271232876712329,7,7,5,8.657208917121597e-7,8.657208917121597e-7,bci
ingami,3,1990-08-10,1995-05-20,4.7753424657534245,7,4,3,2.2761470861557546e-6,5.690367715389386e-7,bci
ingami,4,1995-05-20,2000-05-14,4.983606557377049,4,1,0,8e-6,2e-6,bci
ingami,5,2000-05-14,2005-05-29,5.041095890410959,1,0,0,2e-6,0,bci
ingami,6,2005-05-29,2010-05-17,4.967123287671233,0,2,0,NaN,NaN,bci
ingami,7,2010-05-17,2015-07-09,5.144808743169399,2,5,2,0,NaN,bci
ingaru,1,1982-01-01,1985-05-03,3.334246575342466,21,17,14,4.8091262223871464e-6,2.061054095308777e-6,bci
ingaru,2,1985-05-03,1990-08-10,5.271232876712329,17,11,11,2.6950323792324507e-6,0,bci
ingaru,3,1990-08-10,1995-05-20,4.7753424657534245,11,8,7,1.9867876833106558e-6,4.966969208276639e-7,bci
ingaru,4,1995-05-20,2000-05-14,4.983606557377049,8,4,3,2.858468099735555e-6,5.716936199471111e-7,bci
ingaru,5,2000-05-14,2005-05-29,5.041095890410959,4,4,2,1.0277203531698794e-6,1.0277203531698794e-6,bci
ingaru,6,2005-05-29,2010-05-17,4.967123287671233,4,3,3,4.5017562424761603e-7,0,bci
ingaru,7,2010-05-17,2015-07-09,5.144808743169399,3,2,2,4.54709891386164e-7,0,bci
cuparu,1,1982-01-01,1985-05-03,3.334246575342466,47,64,40,4.438316475924572e-6,1.521708506031282e-5,bci
cuparu,2,1985-05-03,1990-08-10,5.271232876712329,64,87,43,9.301549242377519e-6,1.9488960317362422e-5,bci
cuparu,3,1990-08-10,1995-05-20,4.7753424657534245,87,99,74,5.798291909103029e-6,1.115056136365967e-5,bci
cuparu,4,1995-05-20,2000-05-14,4.983606557377049,99,84,64,1.659489500825396e-5,9.482797147573692e-6,bci
cuparu,5,2000-05-14,2005-05-29,5.041095890410959,84,78,57,1.2438196998872305e-5,9.674153221345126e-6,bci
cuparu,6,2005-05-29,2010-05-17,4.967123287671233,78,91,56,1.006724425650482e-5,1.6016070408075848e-5,bci
cuparu,7,2010-05-17,2015-07-09,5.144808743169399,91,106,67,1.0514825041608987e-5,1.7086590692614605e-5,bci
poutfo,1,1982-01-01,1985-05-03,3.334246575342466,1,1,1,0,NaN,bci
poutfo,2,1985-05-03,1990-08-10,5.271232876712329,1,1,1,0,NaN,bci
poutfo,3,1990-08-10,1995-05-20,4.7753424657534245,1,1,1,0,NaN,bci
poutfo,4,1995-05-20,2000-05-14,4.983606557377049,1,1,1,0,NaN,bci
poutfo,5,2000-05-14,2005-05-29,5.041095890410959,1,1,1,0,NaN,bci
poutfo,6,2005-05-29,2010-05-17,4.967123287671233,1,1,1,0,NaN,bci
poutfo,7,2010-05-17,2015-07-09,5.144808743169399,1,1,0,2e-6,2e-6,bci
vochfe,1,1982-01-01,1985-05-03,3.334246575342466,19,12,12,4.892355070630906e-6,0,bci
vochfe,2,1985-05-03,1990-08-10,5.271232876712329,12,12,7,2.3327614458282213e-6,2.3327614458282213e-6,bci
vochfe,3,1990-08-10,1995-05-20,4.7753424657534245,12,8,6,3.242605856280254e-6,1.0808686187600848e-6,bci
vochfe,4,1995-05-20,2000-05-14,4.983606557377049,8,7,2,3.885321528034175e-6,3.2377679400284793e-6,bci
vochfe,5,2000-05-14,2005-05-29,5.041095890410959,7,9,4,1.470992084046184e-6,2.4516534734103064e-6,bci
vochfe,6,2005-05-29,2010-05-17,4.967123287671233,9,19,8,4.218046607679771e-7,4.639851268447748e-6,bci
vochfe,7,2010-05-17,2015-07-09,5.144808743169399,19,28,8,5.8807347001828096e-06,1.0692244909423291e-5,bci
ast1st,1,1982-01-01,1985-05-03,3.334246575342466,4,1,1,2.7213670978897123e-6,0,bci
ast1st,2,1985-05-03,1990-08-10,5.271232876712329,1,1,1,0,NaN,bci
ast1st,3,1990-08-10,1995-05-20,4.7753424657534245,1,0,0,2e-6,0,bci
ast1st,4,1995-05-20,2000-05-14,4.983606557377049,0,1,0,NaN,NaN,bci
ast1st,5,2000-05-14,2005-05-29,5.041095890410959,1,1,1,0,NaN,bci
ast1st,6,2005-05-29,2010-05-17,4.967123287671233,1,1,1,0,NaN,bci
ast1st,7,2010-05-17,2015-07-09,5.144808743169399,1,1,1,0,NaN,bci
cou2cu,1,1982-01-01,1985-05-03,3.334246575342466,1221,1346,1113,6.689499622230644e-5,1.4431976036849447e-4,bci
cou2cu,2,1985-05-03,1990-08-10,5.271232876712329,1346,1591,1174,6.892496028961652e-5,1.671029560509889e-4,bci
cou2cu,3,1990-08-10,1995-05-20,4.7753424657534245,1591,1622,1380,9.34078716501389e-5,1.0713130303001712e-4,bci
cou2cu,4,1995-05-20,2000-05-14,4.983606557377049,1622,1647,1407,9.125485479387982e-5,1.0186588442107515e-4,bci
cou2cu,5,2000-05-14,2005-05-29,5.041095890410959,1647,1613,1390,1.0901080362921042e-4,9.458914089227208e-5,bci
cou2cu,6,2005-05-29,2010-05-17,4.967123287671233,1613,1561,1340,1.1820870131516473e-4,9.56927582075143e-5,bci
cou2cu,7,2010-05-17,2015-07-09,5.144808743169399,1561,1519,1302,1.0817480286277313e-4,9.063294293908019e-5,bci
micoho,1,1982-01-01,1985-05-03,3.334246575342466,16,18,12,2.645233953323078e-6,3.967850929984617e-6,bci
micoho,2,1985-05-03,1990-08-10,5.271232876712329,18,24,10,3.7985799186727523e-6,6.647514857677317e-6,bci
micoho,3,1990-08-10,1995-05-20,4.7753424657534245,24,33,22,8.666866969860668e-7,4.766776833423367e-6,bci
micoho,4,1995-05-20,2000-05-14,4.983606557377049,33,34,26,3.0830446383586358e-6,3.5234795866955835e-6,bci
micoho,5,2000-05-14,2005-05-29,5.041095890410959,34,37,27,3.0395367431542094e-6,4.342195347363156e-6,bci
micoho,6,2005-05-29,2010-05-17,4.967123287671233,37,45,26,5.073979485614939e-6,8.764146384243986e-6,bci
micoho,7,2010-05-17,2015-07-09,5.144808743169399,45,43,30,6.820648370792461e-6,5.9112285880201325e-6,bci
coccco,1,1982-01-01,1985-05-03,3.334246575342466,136,148,116,1.2671466201129226e-5,2.0274345921806762e-05,bci
coccco,2,1985-05-03,1990-08-10,5.271232876712329,148,140,111,1.572154437116147e-5,1.2322291534153585e-5,bci
coccco,3,1990-08-10,1995-05-20,4.7753424657534245,140,103,84,2.8405645292544398e-5,9.637629652827562e-6,bci
coccco,4,1995-05-20,2000-05-14,4.983606557377049,103,74,67,1.7030433864003675e-5,3.311473251334048e-6,bci
coccco,5,2000-05-14,2005-05-29,5.041095890410959,74,77,50,1.1073668453316673e-5,1.2457877009981257e-5,bci
coccco,6,2005-05-29,2010-05-17,4.967123287671233,77,105,57,9.047856740714732e-6,2.1714856177715357e-5,bci
coccco,7,2010-05-17,2015-07-09,5.144808743169399,105,102,75,1.329459732800263e-5,1.1965137595202366e-5,bci
cupaci,1,1982-01-01,1985-05-03,3.334246575342466,3,3,2,6.870180317695925e-7,6.870180317695925e-7,bci
cupaci,2,1985-05-03,1990-08-10,5.271232876712329,3,8,2,4.442184099132249e-7,2.6653104594793496e-6,bci
cupaci,3,1990-08-10,1995-05-20,4.7753424657534245,8,6,5,1.4997527388770811e-6,4.999175796256937e-7,bci
cupaci,4,1995-05-20,2000-05-14,4.983606557377049,6,3,2,2.374061125570927e-6,5.935152813927318e-7,bci
cupaci,5,2000-05-14,2005-05-29,5.041095890410959,3,7,3,0,NaN,bci
cupaci,6,2005-05-29,2010-05-17,4.967123287671233,7,8,7,0,NaN,bci
cupaci,7,2010-05-17,2015-07-09,5.144808743169399,8,14,6,8.701175152720033e-7,3.480470061088013e-6,bci
eugega,1,1982-01-01,1985-05-03,3.334246575342466,883,1079,834,2.9981532921662765e-5,1.4990766460831382e-4,bci
eugega,2,1985-05-03,1990-08-10,5.271232876712329,1079,1300,970,4.31602883653945e-5,1.3066876294110262e-4,bci
eugega,3,1990-08-10,1995-05-20,4.7753424657534245,1300,1419,1162,6.038822857345083e-5,1.1246213582157147e-4,bci
eugega,4,1995-05-20,2000-05-14,4.983606557377049,1419,1500,1249,7.17467370721182e-5,1.0593194708883334e-4,bci
eugega,5,2000-05-14,2005-05-29,5.041095890410959,1500,1665,1360,5.774599004523073e-5,1.258037640271098e-4,bci
eugega,6,2005-05-29,2010-05-17,4.967123287671233,1665,1889,1465,8.469633620885045e-5,1.7955623276276293e-4,bci
eugega,7,2010-05-17,2015-07-09,5.144808743169399,1889,2177,1664,9.19919328131086e-5,2.097416068138876e-4,bci
tri4ga,1,1982-01-01,1985-05-03,3.334246575342466,0,0,0,NaN,NaN,bci
tri4ga,2,1985-05-03,1990-08-10,5.271232876712329,0,0,0,NaN,NaN,bci
tri4ga,3,1990-08-10,1995-05-20,4.7753424657534245,0,0,0,NaN,NaN,bci
tri4ga,4,1995-05-20,2000-05-14,4.983606557377049,0,3,0,NaN,NaN,bci
tri4ga,5,2000-05-14,2005-05-29,5.041095890410959,3,0,0,6e-6,0,bci
tri4ga,6,2005-05-29,2010-05-17,4.967123287671233,0,1,0,NaN,NaN,bci
tri4ga,7,2010-05-17,2015-07-09,5.144808743169399,1,1,0,2e-6,2e-6,bci
laetpr,1,1982-01-01,1985-05-03,3.334246575342466,10,5,2,7.657690628327408e-6,2.871633985622778e-6,bci
laetpr,2,1985-05-03,1990-08-10,5.271232876712329,5,8,2,1.5955901537999618e-6,3.191180307599924e-6,bci
laetpr,3,1990-08-10,1995-05-20,4.7753424657534245,8,6,3,2.970784454425816e-6,1.7824706726554896e-6,bci
laetpr,4,1995-05-20,2000-05-14,4.983606557377049,6,4,3,1.558155993901631e-6,5.193853313005437e-7,bci
laetpr,5,2000-05-14,2005-05-29,5.041095890410959,4,2,2,1.0277203531698794e-6,0,bci
laetpr,6,2005-05-29,2010-05-17,4.967123287671233,2,11,1,5.209914434338318e-7,5.209914434338318e-6,bci
laetpr,7,2010-05-17,2015-07-09,5.144808743169399,11,15,3,4.909890068280865e-6,7.364835102421298e-6,bci
lafopu,1,1982-01-01,1985-05-03,3.334246575342466,3,3,3,0,NaN,bci
lafopu,2,1985-05-03,1990-08-10,5.271232876712329,3,0,0,6e-6,0,bci
lafopu,3,1990-08-10,1995-05-20,4.7753424657534245,0,0,0,NaN,NaN,bci
lafopu,4,1995-05-20,2000-05-14,4.983606557377049,0,0,0,NaN,NaN,bci
lafopu,5,2000-05-14,2005-05-29,5.041095890410959,0,0,0,NaN,NaN,bci
lafopu,6,2005-05-29,2010-05-17,4.967123287671233,0,0,0,NaN,NaN,bci
lafopu,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
entesc,1,1982-01-01,1985-05-03,3.334246575342466,7,7,7,0,NaN,bci
entesc,2,1985-05-03,1990-08-10,5.271232876712329,7,7,6,4.034842156788638e-7,4.034842156788638e-7,bci
entesc,3,1990-08-10,1995-05-20,4.7753424657534245,7,6,6,4.447113166470127e-7,0,bci
entesc,4,1995-05-20,2000-05-14,4.983606557377049,6,5,5,4.310777088296716e-7,0,bci
entesc,5,2000-05-14,2005-05-29,5.041095890410959,5,4,3,9.636725520177514e-7,4.818362760088757e-7,bci
entesc,6,2005-05-29,2010-05-17,4.967123287671233,4,3,2,1.0419828868676636e-6,5.209914434338318e-7,bci
entesc,7,2010-05-17,2015-07-09,5.144808743169399,3,5,3,0,NaN,bci
pterof,1,1982-01-01,1985-05-03,3.334246575342466,6,5,5,6.385600209521028e-7,0,bci
pterof,2,1985-05-03,1990-08-10,5.271232876712329,5,2,2,1.5955901537999618e-6,0,bci
pterof,3,1990-08-10,1995-05-20,4.7753424657534245,2,2,2,0,NaN,bci
pterof,4,1995-05-20,2000-05-14,4.983606557377049,2,1,1,5.193853313005436e-7,0,bci
pterof,5,2000-05-14,2005-05-29,5.041095890410959,1,0,0,2e-6,0,bci
pterof,6,2005-05-29,2010-05-17,4.967123287671233,0,0,0,NaN,NaN,bci
pterof,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
cedrod,1,1982-01-01,1985-05-03,3.334246575342466,3,0,0,6e-6,0,bci
cedrod,2,1985-05-03,1990-08-10,5.271232876712329,0,7,0,NaN,NaN,bci
cedrod,3,1990-08-10,1995-05-20,4.7753424657534245,7,3,2,3.230507074560042e-6,6.461014149120084e-7,bci
cedrod,4,1995-05-20,2000-05-14,4.983606557377049,3,3,0,6e-6,6e-6,bci
cedrod,5,2000-05-14,2005-05-29,5.041095890410959,3,6,0,6e-6,1.2e-5,bci
cedrod,6,2005-05-29,2010-05-17,4.967123287671233,6,8,2,2.3811003268898467e-6,3.57165049033477e-6,bci
cedrod,7,2010-05-17,2015-07-09,5.144808743169399,8,3,2,3.7792694200393942e-6,6.298782366732324e-7,bci
ingaqu,1,1982-01-01,1985-05-03,3.334246575342466,601,576,505,6.113107727374931e-5,4.521152590037709e-5,bci
ingaqu,2,1985-05-03,1990-08-10,5.271232876712329,576,539,449,5.3170025579754536e-5,3.7679545686440224e-5,bci
ingaqu,3,1990-08-10,1995-05-20,4.7753424657534245,539,469,432,4.881487930949202e-5,1.6879911536927146e-5,bci
ingaqu,4,1995-05-20,2000-05-14,4.983606557377049,469,384,353,5.1983054762540795e-5,1.389202325550659e-5,bci
ingaqu,5,2000-05-14,2005-05-29,5.041095890410959,384,337,304,3.47786337091745e-5,1.4346186405034484e-5,bci
ingaqu,6,2005-05-29,2010-05-17,4.967123287671233,337,278,241,4.399417266992501e-5,1.6956087383200263e-5,bci
ingaqu,7,2010-05-17,2015-07-09,5.144808743169399,278,258,208,3.048188786380775e-5,2.1772777045576966e-5,bci
pourbi,1,1982-01-01,1985-05-03,3.334246575342466,24,25,21,1.8843410760546906e-6,2.512454768072921e-6,bci
pourbi,2,1985-05-03,1990-08-10,5.271232876712329,25,21,16,4.058982182430454e-6,2.2549901013502524e-6,bci
pourbi,3,1990-08-10,1995-05-20,4.7753424657534245,21,26,17,1.8179821418166813e-6,4.090459819087533e-6,bci
pourbi,4,1995-05-20,2000-05-14,4.983606557377049,26,36,19,3.171905549675622e-6,7.703199192069368e-6,bci
pourbi,5,2000-05-14,2005-05-29,5.041095890410959,36,76,23,6.122849624391556e-6,2.4962386930211727e-5,bci
pourbi,6,2005-05-29,2010-05-17,4.967123287671233,76,95,48,1.343136830499403e-5,2.2545511083382838e-5,bci
pourbi,7,2010-05-17,2015-07-09,5.144808743169399,95,106,52,2.1001498254821263e-5,2.6373974552566237e-5,bci
pit1ma,1,1982-01-01,1985-05-03,3.334246575342466,0,0,0,NaN,NaN,bci
pit1ma,2,1985-05-03,1990-08-10,5.271232876712329,0,0,0,NaN,NaN,bci
pit1ma,3,1990-08-10,1995-05-20,4.7753424657534245,0,0,0,NaN,NaN,bci
pit1ma,4,1995-05-20,2000-05-14,4.983606557377049,0,0,0,NaN,NaN,bci
pit1ma,5,2000-05-14,2005-05-29,5.041095890410959,0,2,0,NaN,NaN,bci
pit1ma,6,2005-05-29,2010-05-17,4.967123287671233,2,16,2,0,NaN,bci
pit1ma,7,2010-05-17,2015-07-09,5.144808743169399,16,25,11,2.2476987977017836e-6,6.293556633564995e-6,bci
uniden,1,1982-01-01,1985-05-03,3.334246575342466,12,22,9,1.983925464992309e-6,8.597010348300007e-6,bci
uniden,2,1985-05-03,1990-08-10,5.271232876712329,22,25,4,1.2158079356690847e-5,1.4184425916139322e-5,bci
uniden,3,1990-08-10,1995-05-20,4.7753424657534245,25,16,8,1.061381431270685e-5,4.994736147156165e-6,bci
uniden,4,1995-05-20,2000-05-14,4.983606557377049,16,11,4,7.77064305606835e-6,4.532875116039871e-6,bci
uniden,5,2000-05-14,2005-05-29,5.041095890410959,11,0,0,2.2e-5,0,bci
uniden,6,2005-05-29,2010-05-17,4.967123287671233,0,0,0,NaN,NaN,bci
uniden,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
ingath,1,1982-01-01,1985-05-03,3.334246575342466,45,58,38,4.450028757005254e-6,1.2714367877157868e-5,bci
ingath,2,1985-05-03,1990-08-10,5.271232876712329,58,65,34,1.1177340094874422e-5,1.4437397622546128e-5,bci
ingath,3,1990-08-10,1995-05-20,4.7753424657534245,65,62,33,1.7204065737106676e-5,1.5591184574252926e-5,bci
ingath,4,1995-05-20,2000-05-14,4.983606557377049,62,61,29,1.7535248258126856e-5,1.700387709878968e-5,bci
ingath,5,2000-05-14,2005-05-29,5.041095890410959,61,102,35,1.2730027404349221e-5,3.2804301388130686e-5,bci
ingath,6,2005-05-29,2010-05-17,4.967123287671233,102,146,36,3.858614087978233e-5,6.431023479963721e-5,bci
