sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
simaam,2,1985-05-03,1990-08-10,5.271232876712329,763,784,427,1.591226627519081e-4,1.6906782917390235e-4,bci
simaam,3,1990-08-10,1995-05-20,4.7753424657534245,784,732,485,1.5002457480129208e-4,1.2393334440106735e-4,bci
simaam,4,1995-05-20,2000-05-14,4.983606557377049,732,763,400,1.671844973958453e-4,1.8279509805630074e-4,bci
simaam,5,2000-05-14,2005-05-29,5.041095890410959,763,1037,453,1.4993661268982908e-4,2.824612316479361e-4,bci
simaam,6,2005-05-29,2010-05-17,4.967123287671233,1037,1139,610,2.1013734916432164e-4,2.6033409299280126e-4,bci
simaam,7,2010-05-17,2015-07-09,5.144808743169399,1139,1380,679,2.1790343669551545e-4,3.320658893990355e-4,bci
protte,1,1982-01-01,1985-05-03,3.334246575342466,2029,2209,1773,1.60870278037177e-4,2.7398219228206704e-4,bci
protte,2,1985-05-03,1990-08-10,5.271232876712329,2209,2300,1769,1.8230293765860329e-4,2.2000649976526896e-4,bci
protte,3,1990-08-10,1995-05-20,4.7753424657534245,2300,2172,1909,1.7603124856754675e-4,1.184046505710097e-4,bci
protte,4,1995-05-20,2000-05-14,4.983606557377049,2172,2068,1788,1.6631425510578096e-4,1.2127081101463195e-4,bci
protte,5,2000-05-14,2005-05-29,5.041095890410959,2068,2006,1662,1.7548751057645885e-4,1.4868892521749223e-4,bci
protte,6,2005-05-29,2010-05-17,4.967123287671233,2006,2092,1644,1.5756533296769226e-4,1.9499798113128768e-4,bci
protte,7,2010-05-17,2015-07-09,5.144808743169399,2092,2210,1654,1.8675490440588015e-4,2.3706786951979307e-4,bci
brosal,1,1982-01-01,1985-05-03,3.334246575342466,452,475,408,2.7345222933778927e-5,4.1639316740072456e-5,bci
brosal,2,1985-05-03,1990-08-10,5.271232876712329,475,479,411,2.572744111729597e-5,2.7335406187126968e-5,bci
brosal,3,1990-08-10,1995-05-20,4.7753424657534245,479,458,422,2.5082626260597046e-5,1.5841658690903396e-5,bci
brosal,4,1995-05-20,2000-05-14,4.983606557377049,458,434,406,2.1885473285384948e-5,1.178448561520728e-5,bci
brosal,5,2000-05-14,2005-05-29,5.041095890410959,434,415,383,2.1260047570119688e-5,1.333963769105549e-5,bci
brosal,6,2005-05-29,2010-05-17,4.967123287671233,415,389,356,2.5232717719030355e-5,1.411321499538986e-5,bci
brosal,7,2010-05-17,2015-07-09,5.144808743169399,389,362,331,2.4037037711532157e-5,1.2847382225129257e-5,bci
ingape,1,1982-01-01,1985-05-03,3.334246575342466,160,153,113,3.169649150777538e-5,2.6975737453425855e-5,bci
ingape,2,1985-05-03,1990-08-10,5.271232876712329,153,131,99,2.4255291413092056e-5,1.4373506022573071e-5,bci
ingape,3,1990-08-10,1995-05-20,4.7753424657534245,131,91,79,2.632918489712824e-5,6.075965745491131e-6,bci
ingape,4,1995-05-20,2000-05-14,4.983606557377049,91,73,59,1.5156342006000587e-5,6.630899627625257e-6,bci
ingape,5,2000-05-14,2005-05-29,5.041095890410959,73,78,53,8.984353345685325e-6,1.1230441682106656e-5,bci
ingape,6,2005-05-29,2010-05-17,4.967123287671233,78,98,55,1.0595664121281873e-5,1.9809285096309587e-5,bci
ingape,7,2010-05-17,2015-07-09,5.144808743169399,98,96,62,1.66883547035417e-5,1.576122388667827e-5,bci
poular,1,1982-01-01,1985-05-03,3.334246575342466,1588,936,833,5.587701248971699e-4,7.622956670782581e-5,bci
poular,2,1985-05-03,1990-08-10,5.271232876712329,936,530,477,2.2472110133374935e-4,2.5948188171435112e-5,bci
poular,3,1990-08-10,1995-05-20,4.7753424657534245,530,336,317,1.0816365425222683e-4,9.64840108353197e-6,bci
poular,4,1995-05-20,2000-05-14,4.983606557377049,336,206,193,7.075085722997667e-5,6.431896111816061e-6,bci
poular,5,2000-05-14,2005-05-29,5.041095890410959,206,131,110,4.821351469859852e-5,1.0546706340318426e-5,bci
poular,6,2005-05-29,2010-05-17,4.967123287671233,131,117,69,3.172420909415257e-5,2.4560678008376187e-5,bci
poular,7,2010-05-17,2015-07-09,5.144808743169399,117,151,71,2.165037025305038e-5,3.765281783139197e-5,bci
casear,1,1982-01-01,1985-05-03,3.334246575342466,84,59,45,2.8680623109161094e-5,1.0295608295596291e-5,bci
casear,2,1985-05-03,1990-08-10,5.271232876712329,59,36,22,2.014001762265082e-5,7.62054720857058e-6,bci
casear,3,1990-08-10,1995-05-20,4.7753424657534245,36,31,20,8.338609564794811e-6,5.732794075796433e-6,bci
casear,4,1995-05-20,2000-05-14,4.983606557377049,31,29,17,7.0411695866762245e-6,6.03528821715105e-6,bci
casear,5,2000-05-14,2005-05-29,5.041095890410959,29,31,14,7.801624990090963e-6,8.841841655436425e-6,bci
casear,6,2005-05-29,2010-05-17,4.967123287671233,31,50,16,7.729589758957743e-6,1.7520403453637552e-5,bci
casear,7,2010-05-17,2015-07-09,5.144808743169399,50,39,21,1.5516731711341225e-5,9.631074855315244e-6,bci
hirttr,1,1982-01-01,1985-05-03,3.334246575342466,3007,3432,2672,2.0931647768952512e-4,4.7486723296728085e-4,bci
hirttr,2,1985-05-03,1990-08-10,5.271232876712329,3432,3668,2968,1.8656309270485678e-4,2.8145294158060294e-4,bci
hirttr,3,1990-08-10,1995-05-20,4.7753424657534245,3668,3573,3193,2.0998833149234706e-4,1.6799066519387762e-4,bci
hirttr,4,1995-05-20,2000-05-14,4.983606557377049,3573,3213,2973,2.587972947730666e-4,1.0351891790922664e-4,bci
hirttr,5,2000-05-14,2005-05-29,5.041095890410959,3213,2939,2682,2.2619197959863134e-4,1.0947521423135265e-4,bci
hirttr,6,2005-05-29,2010-05-17,4.967123287671233,2939,2729,2466,2.040252490075024e-4,1.1344321456442523e-4,bci
hirttr,7,2010-05-17,2015-07-09,5.144808743169399,2729,2420,2208,2.2018011452146967e-4,8.959344391276693e-5,bci
ocotwh,1,1982-01-01,1985-05-03,3.334246575342466,835,607,507,2.3209325601749158e-4,7.076013902972304e-5,bci
ocotwh,2,1985-05-03,1990-08-10,5.271232876712329,607,429,348,1.2159616853811302e-4,3.802814537292338e-5,bci
ocotwh,3,1990-08-10,1995-05-20,4.7753424657534245,429,257,229,1.0568831117451605e-4,1.4796363564432246e-5,bci
ocotwh,4,1995-05-20,2000-05-14,4.983606557377049,257,158,128,6.709076581382832e-5,1.5602503677634496e-5,bci
ocotwh,5,2000-05-14,2005-05-29,5.041095890410959,158,141,85,3.65665288499989e-5,2.8051035830136143e-5,bci
ocotwh,6,2005-05-29,2010-05-17,4.967123287671233,141,183,87,2.6122828483772507e-5,4.644058397115113e-5,bci
ocotwh,7,2010-05-17,2015-07-09,5.144808743169399,183,186,104,3.8071570508078505e-5,3.951732635015744e-5,bci
guatdu,1,1982-01-01,1985-05-03,3.334246575342466,974,922,764,1.368353250742665e-4,1.0295229219873385e-4,bci
guatdu,2,1985-05-03,1990-08-10,5.271232876712329,922,870,688,9.962099435857799e-5,7.748299561222733e-5,bci
guatdu,3,1990-08-10,1995-05-20,4.7753424657534245,870,703,609,1.2522739198983078e-4,4.510105305380879e-5,bci
guatdu,4,1995-05-20,2000-05-14,4.983606557377049,703,566,464,1.1246214418274991e-4,4.799639626209411e-5,bci
guatdu,5,2000-05-14,2005-05-29,5.041095890410959,566,471,357,9.889821374855237e-5,5.3944480226483115e-5,bci
guatdu,6,2005-05-29,2010-05-17,4.967123287671233,471,499,323,6.888717504516464e-5,8.191988383749309e-5,bci
guatdu,7,2010-05-17,2015-07-09,5.144808743169399,499,540,340,7.171595993908331e-5,9.020875464035638e-5,bci
anacex,1,1982-01-01,1985-05-03,3.334246575342466,2,1,1,7.50805360674652e-7,0,bci
anacex,2,1985-05-03,1990-08-10,5.271232876712329,1,0,0,2e-6,0,bci
anacex,3,1990-08-10,1995-05-20,4.7753424657534245,0,1,0,NaN,NaN,bci
anacex,4,1995-05-20,2000-05-14,4.983606557377049,1,2,0,2e-6,4e-6,bci
anacex,5,2000-05-14,2005-05-29,5.041095890410959,2,4,2,0,NaN,bci
anacex,6,2005-05-29,2010-05-17,4.967123287671233,4,5,1,1.9482497316696942e-6,2.5976663088929255e-6,bci
anacex,7,2010-05-17,2015-07-09,5.144808743169399,5,4,2,1.6314131450769744e-6,1.0876087633846496e-6,bci
tri2tu,1,1982-01-01,1985-05-03,3.334246575342466,9273,9509,7858,8.984795633228699e-4,0.0010483319851915607,bci
tri2tu,2,1985-05-03,1990-08-10,5.271232876712329,9509,9822,7750,7.238430225635559e-4,8.526451067377418e-4,bci
tri2tu,3,1990-08-10,1995-05-20,4.7753424657534245,9822,9528,8359,6.523918535320672e-4,5.212891844012212e-4,bci
tri2tu,4,1995-05-20,2000-05-14,4.983606557377049,9528,8904,7895,7.054914479893054e-4,4.359099026461783e-4,bci
tri2tu,5,2000-05-14,2005-05-29,5.041095890410959,8904,8439,7447,6.201753081373625e-4,4.222470183062893e-4,bci
tri2tu,6,2005-05-29,2010-05-17,4.967123287671233,8439,8087,7141,5.580593153775206e-4,4.0672119595310826e-4,bci
tri2tu,7,2010-05-17,2015-07-09,5.144808743169399,8087,7758,6773,5.479338540879469e-4,4.107418921435523e-4,bci
guarsp,1,1982-01-01,1985-05-03,3.334246575342466,1296,1234,1078,1.3929284835624e-4,9.967745111730936e-5,bci
guarsp,2,1985-05-03,1990-08-10,5.271232876712329,1234,1127,945,1.2182151615499026e-4,7.671804823601462e-5,bci
guarsp,3,1990-08-10,1995-05-20,4.7753424657534245,1127,995,899,1.0420309506036094e-4,4.387498739383619e-5,bci
guarsp,4,1995-05-20,2000-05-14,4.983606557377049,995,819,749,1.1023448418366192e-4,3.1367536149822496e-5,bci
guarsp,5,2000-05-14,2005-05-29,5.041095890410959,819,632,567,1.152307067216167e-4,2.9722206098829705e-5,bci
guarsp,6,2005-05-29,2010-05-17,4.967123287671233,632,552,469,7.367175303005507e-5,3.751383743248203e-5,bci
guarsp,7,2010-05-17,2015-07-09,5.144808743169399,552,468,387,7.36336914380536e-5,3.6147448524135406e-5,bci
guargu,1,1982-01-01,1985-05-03,3.334246575342466,1218,1251,1027,1.2148330701709869e-4,1.424725694860215e-4,bci
guargu,2,1985-05-03,1990-08-10,5.271232876712329,1251,1339,1021,9.459594219381103e-5,1.3078917225057353e-4,bci
guargu,3,1990-08-10,1995-05-20,4.7753424657534245,1339,1291,1098,1.0900021051465195e-4,8.729062501795779e-5,bci
guargu,4,1995-05-20,2000-05-14,4.983606557377049,1291,1202,1034,1.1248497734404737e-4,7.353103577354069e-5,bci
guargu,5,2000-05-14,2005-05-29,5.041095890410959,1202,1149,934,1.1734012251882549e-4,9.413479978189359e-5,bci
guargu,6,2005-05-29,2010-05-17,4.967123287671233,1149,1264,924,9.864608661856313e-5,1.4906519755693984e-4,bci
guargu,7,2010-05-17,2015-07-09,5.144808743169399,1264,1352,1029,9.907779018339596e-5,1.3617926054994422e-4,bci
zantpr,1,1982-01-01,1985-05-03,3.334246575342466,138,149,118,1.2660779551948229e-5,1.9624208305519756e-5,bci
zantpr,2,1985-05-03,1990-08-10,5.271232876712329,149,97,86,2.950571169605164e-5,5.151790931056636e-6,bci
zantpr,3,1990-08-10,1995-05-20,4.7753424657534245,97,71,64,1.6178537296853663e-5,3.4318109417568376e-6,bci
zantpr,4,1995-05-20,2000-05-14,4.983606557377049,71,52,46,1.184398974008717e-5,2.842557537620921e-6,bci
zantpr,5,2000-05-14,2005-05-29,5.041095890410959,52,42,35,7.855021039405542e-6,3.2344204279905174e-6,bci
zantpr,6,2005-05-29,2010-05-17,4.967123287671233,42,42,30,5.501702336313478e-6,5.501702336313478e-6,bci
zantpr,7,2010-05-17,2015-07-09,5.144808743169399,42,35,28,6.365938479406296e-6,3.1829692397031476e-6,bci
termob,1,1982-01-01,1985-05-03,3.334246575342466,35,33,30,3.1626066541871598e-6,1.897563992512296e-6,bci
termob,2,1985-05-03,1990-08-10,5.271232876712329,33,34,24,3.86923838877023e-6,4.2991537653002556e-6,bci
termob,3,1990-08-10,1995-05-20,4.7753424657534245,34,32,25,4.240536393398188e-6,3.2981949726430352e-6,bci
termob,4,1995-05-20,2000-05-14,4.983606557377049,32,27,26,2.611740374502105e-6,4.352900624170175e-7,bci
termob,5,2000-05-14,2005-05-29,5.041095890410959,27,23,22,2.149785688304812e-6,4.2995713766096237e-7,bci
termob,6,2005-05-29,2010-05-17,4.967123287671233,23,27,19,1.7357463743383016e-6,3.4714927486766032e-6,bci
termob,7,2010-05-17,2015-07-09,5.144808743169399,27,20,17,4.643789909115505e-6,1.3931369727346515e-6,bci
guazul,1,1982-01-01,1985-05-03,3.334246575342466,14,7,5,7.438851743163243e-6,1.6530781651473873e-6,bci
guazul,2,1985-05-03,1990-08-10,5.271232876712329,7,9,4,1.410121319357398e-6,2.3502021989289966e-6,bci
guazul,3,1990-08-10,1995-05-20,4.7753424657534245,9,8,5,2.084652391198703e-6,1.563489293399027e-6,bci
guazul,4,1995-05-20,2000-05-14,4.983606557377049,8,21,5,1.4399892152858253e-6,7.6799424815244e-6,bci
guazul,5,2000-05-14,2005-05-29,5.041095890410959,21,19,11,5.0561767357094705e-6,4.044941388567576e-6,bci
guazul,6,2005-05-29,2010-05-17,4.967123287671233,19,23,8,6.073333143557431e-6,8.28181792303286e-6,bci
guazul,7,2010-05-17,2015-07-09,5.144808743169399,23,25,7,9.49602617959946e-6,1.0683029452049392e-5,bci
tab1ro,1,1982-01-01,1985-05-03,3.334246575342466,193,187,151,2.7390365057414237e-5,2.3477455763497915e-5,bci
tab1ro,2,1985-05-03,1990-08-10,5.271232876712329,187,202,137,2.1436025744266896e-5,2.7866833467546963e-5,bci
tab1ro,3,1990-08-10,1995-05-20,4.7753424657534245,202,157,141,2.9298134553856975e-5,7.684756604290355e-6,bci
tab1ro,4,1995-05-20,2000-05-14,4.983606557377049,157,142,122,1.5496369140310057e-5,8.855068080177174e-6,bci
tab1ro,5,2000-05-14,2005-05-29,5.041095890410959,142,132,99,1.9611157902568617e-5,1.5050423506622427e-5,bci
tab1ro,6,2005-05-29,2010-05-17,4.967123287671233,132,136,95,1.6915922126435397e-5,1.8744670464428414e-5,bci
tab1ro,7,2010-05-17,2015-07-09,5.144808743169399,136,151,96,1.7805059353558096e-5,2.4481956611142383e-5,bci
sloate,1,1982-01-01,1985-05-03,3.334246575342466,450,427,396,3.3852466686842715e-5,1.9433823468372672e-5,bci
sloate,2,1985-05-03,1990-08-10,5.271232876712329,427,413,381,1.8268583822108962e-5,1.2708580050162756e-5,bci
sloate,3,1990-08-10,1995-05-20,4.7753424657534245,413,373,360,2.3418195609256537e-5,5.7440857154780185e-6,bci
sloate,4,1995-05-20,2000-05-14,4.983606557377049,373,333,324,2.078659382108381e-5,3.817945803872537e-6,bci
sloate,5,2000-05-14,2005-05-29,5.041095890410959,333,303,290,1.801808720563742e-5,5.4473286900764295e-6,bci
sloate,6,2005-05-29,2010-05-17,4.967123287671233,303,291,276,1.1280391751980812e-5,6.266884306656007e-6,bci
sloate,7,2010-05-17,2015-07-09,5.144808743169399,291,263,248,1.7809680700079828e-5,6.212679313981335e-6,bci
alchco,1,1982-01-01,1985-05-03,3.334246575342466,151,86,73,5.915081301586655e-5,9.85846883597776e-6,bci
alchco,2,1985-05-03,1990-08-10,5.271232876712329,86,46,19,4.284007426296416e-5,1.7263910523881082e-5,bci
alchco,3,1990-08-10,1995-05-20,4.7753424657534245,46,21,14,2.028650891640207e-5,4.437673825462953e-6,bci
alchco,4,1995-05-20,2000-05-14,4.983606557377049,21,51,5,1.0508786240015939e-5,3.0212760440045824e-5,bci
alchco,5,2000-05-14,2005-05-29,5.041095890410959,51,60,22,1.566914901475938e-5,2.053198836416746e-5,bci
alchco,6,2005-05-29,2010-05-17,4.967123287671233,60,154,22,2.1947487498051515e-5,7.623864078270526e-5,bci
alchco,7,2010-05-17,2015-07-09,5.144808743169399,154,111,60,5.156264303052745e-5,2.7975476537839363e-5,bci
loncla,1,1982-01-01,1985-05-03,3.334246575342466,566,582,467,6.342890380837664e-5,7.368003977740721e-5,bci
loncla,2,1985-05-03,1990-08-10,5.271232876712329,582,634,449,5.5904442548511155e-5,7.776181858251552e-5,bci
loncla,3,1990-08-10,1995-05-20,4.7753424657534245,634,580,489,6.711335326898514e-5,4.2119414810190673e-5,bci
loncla,4,1995-05-20,2000-05-14,4.983606557377049,580,492,427,6.913636229916484e-5,2.93716571859197e-5,bci
loncla,5,2000-05-14,2005-05-29,5.041095890410959,492,423,360,5.912345235930227e-5,2.8218011353303355e-5,bci
loncla,6,2005-05-29,2010-05-17,4.967123287671233,423,425,307,5.2867597462603155e-5,5.3779107763682514e-5,bci
loncla,7,2010-05-17,2015-07-09,5.144808743169399,425,382,313,4.906396911668202e-5,3.0226909545098744e-5,bci
alsebl,1,1982-01-01,1985-05-03,3.334246575342466,6160,6517,5433,4.5540584157850576e-4,6.790370457649247e-4,bci
alsebl,2,1985-05-03,1990-08-10,5.271232876712329,6517,6721,5365,4.722112441286687e-4,5.558319852764538e-4,bci
alsebl,3,1990-08-10,1995-05-20,4.7753424657534245,6721,6386,5695,4.5828517749348877e-4,3.0865015365302216e-4,bci
alsebl,4,1995-05-20,2000-05-14,4.983606557377049,6386,6002,5264,4.8570051680533e-4,3.19471462925431e-4,bci
alsebl,5,2000-05-14,2005-05-29,5.041095890410959,6002,5831,4890,4.7813182594084e-4,4.046061584625274e-4,bci
alsebl,6,2005-05-29,2010-05-17,4.967123287671233,5831,5989,4820,4.386019547445316e-4,5.071470673554475e-4,bci
alsebl,7,2010-05-17,2015-07-09,5.144808743169399,5989,6089,4981,4.21473691703613e-4,4.6328655794405086e-4,bci
luehse,1,1982-01-01,1985-05-03,3.334246575342466,80,79,42,2.8116407743241097e-5,2.73765022763137e-5,bci
luehse,2,1985-05-03,1990-08-10,5.271232876712329,79,105,37,2.117604186700091e-5,3.428502016562052e-5,bci
luehse,3,1990-08-10,1995-05-20,4.7753424657534245,105,76,46,3.333094079738492e-5,1.69479359986703e-5,bci
luehse,4,1995-05-20,2000-05-14,4.983606557377049,76,92,36,2.1163814010510612e-5,2.9629339614714854e-5,bci
luehse,5,2000-05-14,2005-05-29,5.041095890410959,92,64,25,4.1907604087676505e-5,2.439397849879677e-5,bci
luehse,6,2005-05-29,2010-05-17,4.967123287671233,64,88,21,2.572318862028362e-5,4.008031715253494e-5,bci
luehse,7,2010-05-17,2015-07-09,5.144808743169399,88,74,45,2.151074189671436e-5,1.4507244534993405e-5,bci
tripcu,1,1982-01-01,1985-05-03,3.334246575342466,162,129,108,3.7098973715557995e-5,1.4427378667161444e-5,bci
tripcu,2,1985-05-03,1990-08-10,5.271232876712329,129,96,71,2.763195945268041e-5,1.1910327350293281e-5,bci
tripcu,3,1990-08-10,1995-05-20,4.7753424657534245,96,76,55,2.1138825717580943e-5,1.0827203416321947e-5,bci
tripcu,4,1995-05-20,2000-05-14,4.983606557377049,76,56,39,1.9045461597211522e-5,8.750617490610699e-6,bci
tripcu,5,2000-05-14,2005-05-29,5.041095890410959,56,56,31,1.2397212089042978e-5,1.2397212089042978e-5,bci
tripcu,6,2005-05-29,2010-05-17,4.967123287671233,56,52,30,1.3225273140605516e-5,1.1190615734358514e-5,bci
tripcu,7,2010-05-17,2015-07-09,5.144808743169399,52,64,27,1.2439585679310436e-5,1.8410586805379446e-5,bci
cecrob,1,1982-01-01,1985-05-03,3.334246575342466,14,12,2,1.2379387448737245e-5,1.0316156207281038e-5,bci
cecrob,2,1985-05-03,1990-08-10,5.271232876712329,12,16,0,2.4e-5,3.2e-5,bci
cecrob,3,1990-08-10,1995-05-20,4.7753424657534245,16,17,2,1.129693008834026e-5,1.210385366607885e-5,bci
cecrob,4,1995-05-20,2000-05-14,4.983606557377049,17,43,1,1.4743399219280773e-5,3.870142295061203e-5,bci
cecrob,5,2000-05-14,2005-05-29,5.041095890410959,43,86,6,2.7812519989997913e-5,6.013517835675224e-5,bci
cecrob,6,2005-05-29,2010-05-17,4.967123287671233,86,87,3,8.447668239913805e-5,8.549447375334453e-5,bci
cecrob,7,2010-05-17,2015-07-09,5.144808743169399,87,92,3,8.357220364999794e-5,8.854673958154544e-5,bci
licapl,1,1982-01-01,1985-05-03,3.334246575342466,226,262,208,1.1112419363804313e-5,3.333725809141294e-5,bci
licapl,2,1985-05-03,1990-08-10,5.271232876712329,262,280,222,1.6212450589313057e-5,2.3508053354503933e-5,bci
licapl,3,1990-08-10,1995-05-20,4.7753424657534245,280,269,242,1.684535404860754e-5,1.1969067350326408e-5,bci
licapl,4,1995-05-20,2000-05-14,4.983606557377049,269,245,216,2.3174709180668904e-5,1.2680501249799965e-5,bci
licapl,5,2000-05-14,2005-05-29,5.041095890410959,245,234,205,1.7023186625816952e-5,1.234181030371729e-5,bci
licapl,6,2005-05-29,2010-05-17,4.967123287671233,234,218,192,1.8272757632198878e-5,1.1311707105646924e-5,bci
licapl,7,2010-05-17,2015-07-09,5.144808743169399,218,203,186,1.324779221161706e-5,7.037889612421563e-6,bci
eugeco,1,1982-01-01,1985-05-03,3.334246575342466,628,658,561,4.178769241262655e-5,6.049859946305635e-5,bci
eugeco,2,1985-05-03,1990-08-10,5.271232876712329,658,630,511,6.16321902456371e-5,4.989272543694432e-5,bci
eugeco,3,1990-08-10,1995-05-20,4.7753424657534245,630,576,512,5.355105657354064e-5,2.9044640853445772e-5,bci
eugeco,4,1995-05-20,2000-05-14,4.983606557377049,576,471,431,6.512255144428703e-5,1.7964841777734353e-5,bci
eugeco,5,2000-05-14,2005-05-29,5.041095890410959,471,432,378,4.0219509599909514e-5,2.3353263638657138e-5,bci
eugeco,6,2005-05-29,2010-05-17,4.967123287671233,432,427,356,3.301008890179282e-5,3.083837252667487e-5,bci
eugeco,7,2010-05-17,2015-07-09,5.144808743169399,427,399,339,3.746190490081501e-5,2.5542207886919326e-5,bci
heisco,1,1982-01-01,1985-05-03,3.334246575342466,477,530,428,3.0514969984666308e-5,6.352095792726456e-5,bci
heisco,2,1985-05-03,1990-08-10,5.271232876712329,530,533,443,3.545078828383537e-5,3.667322925914004e-5,bci
heisco,3,1990-08-10,1995-05-20,4.7753424657534245,533,503,473,2.63288811185012e-5,1.31644405592506e-5,bci
heisco,4,1995-05-20,2000-05-14,4.983606557377049,503,461,427,3.2528691284968874e-5,1.4552309259065024e-5,bci
heisco,5,2000-05-14,2005-05-29,5.041095890410959,461,410,387,3.14530396073895e-5,9.775944742837276e-6,bci
heisco,6,2005-05-29,2010-05-17,4.967123287671233,410,348,329,3.554195025255177e-5,8.33700067652449e-6,bci
heisco,7,2010-05-17,2015-07-09,5.144808743169399,348,291,267,3.493616764578453e-5,1.0351457080232453e-5,bci
eugene,1,1982-01-01,1985-05-03,3.334246575342466,428,449,389,2.418083176965527e-5,3.720127964562349e-5,bci
eugene,2,1985-05-03,1990-08-10,5.271232876712329,449,446,381,2.7545577629329698e-5,2.6330331557447506e-5,bci
eugene,3,1990-08-10,1995-05-20,4.7753424657534245,446,430,381,2.8943545693089183e-5,2.1818980599405692e-5,bci
eugene,4,1995-05-20,2000-05-14,4.983606557377049,430,414,372,2.464332017939113e-5,1.7845162888524608e-5,bci
eugene,5,2000-05-14,2005-05-29,5.041095890410959,414,387,349,2.7583023405173165e-5,1.6125459836870464e-5,bci
eugene,6,2005-05-29,2010-05-17,4.967123287671233,387,404,326,2.6271945717529485e-5,3.359363550766066e-5,bci
eugene,7,2010-05-17,2015-07-09,5.144808743169399,404,424,348,2.3097471573382322e-5,3.134656856387601e-5,bci
pri2co,1,1982-01-01,1985-05-03,3.334246575342466,845,861,774,4.390418006896671e-5,5.379807980281836e-5,bci
pri2co,2,1985-05-03,1990-08-10,5.271232876712329,861,853,760,4.0283042827956046e-5,3.7092306762375366e-5,bci
pri2co,3,1990-08-10,1995-05-20,4.7753424657534245,853,811,772,3.5275006350125805e-5,1.698426231672724e-5,bci
pri2co,4,1995-05-20,2000-05-14,4.983606557377049,811,744,705,4.49535630207227e-5,1.653951846988854e-5,bci
pri2co,5,2000-05-14,2005-05-29,5.041095890410959,744,699,647,4.066815927173525e-5,2.1801487444641576e-5,bci
pri2co,6,2005-05-29,2010-05-17,4.967123287671233,699,654,609,3.8259748404767156e-5,1.9129874202383578e-5,bci
pri2co,7,2010-05-17,2015-07-09,5.144808743169399,654,605,551,4.285156580046813e-5,2.2465869448789118e-5,bci
sponra,1,1982-01-01,1985-05-03,3.334246575342466,108,85,61,3.401065551108889e-5,1.7367143239704967e-5,bci
sponra,2,1985-05-03,1990-08-10,5.271232876712329,85,119,48,1.7465741477972052e-5,3.351534175502745e-5,bci
sponra,3,1990-08-10,1995-05-20,4.7753424657534245,119,118,62,3.0374029073055223e-5,2.9841151370019168e-5,bci
sponra,4,1995-05-20,2000-05-14,4.983606557377049,118,169,52,3.578245147901426e-5,6.343252762188891e-5,bci
sponra,5,2000-05-14,2005-05-29,5.041095890410959,169,172,96,3.5869850231531906e-5,3.7343953665704455e-5,bci
sponra,6,2005-05-29,2010-05-17,4.967123287671233,172,174,78,5.062909176621813e-5,5.1706306484648305e-5,bci
sponra,7,2010-05-17,2015-07-09,5.144808743169399,174,134,71,5.564366755475946e-5,3.4034476271357727e-5,bci
poutre,1,1982-01-01,1985-05-03,3.334246575342466,1362,1413,1160,1.2804537861602885e-4,1.6037366727651137e-4,bci
poutre,2,1985-05-03,1990-08-10,5.271232876712329,1413,1436,1096,1.3296954251088822e-4,1.4261717493281386e-4,bci
poutre,3,1990-08-10,1995-05-20,4.7753424657534245,1436,1282,1110,1.5076584124256917e-4,7.954516777215306e-5,bci
poutre,4,1995-05-20,2000-05-14,4.983606557377049,1282,1058,936,1.5683583718349668e-4,5.53004975040075e-5,bci
poutre,5,2000-05-14,2005-05-29,5.041095890410959,1058,863,746,1.416974400372179e-4,5.313654001395672e-5,bci
poutre,6,2005-05-29,2010-05-17,4.967123287671233,863,747,635,1.0337933863894844e-4,5.078283301562379e-5,bci
poutre,7,2010-05-17,2015-07-09,5.144808743169399,747,671,546,8.83043114137165e-5,5.491561655081872e-5,bci
guapst,1,1982-01-01,1985-05-03,3.334246575342466,81,63,57,1.6204370477016235e-5,4.051092619254059e-6,bci
guapst,2,1985-05-03,1990-08-10,5.271232876712329,63,42,37,1.2100598079690545e-5,2.327038092248182e-6,bci
guapst,3,1990-08-10,1995-05-20,4.7753424657534245,42,40,36,2.668267899882076e-6,1.7788452665880506e-6,bci
guapst,4,1995-05-20,2000-05-14,4.983606557377049,40,29,26,6.6247532032191895e-6,1.4195899721183978e-6,bci
guapst,5,2000-05-14,2005-05-29,5.041095890410959,29,34,23,2.6065904686277114e-6,4.778749192484138e-6,bci
guapst,6,2005-05-29,2010-05-17,4.967123287671233,34,28,22,5.705830824595402e-6,2.852915412297701e-6,bci
guapst,7,2010-05-17,2015-07-09,5.144808743169399,28,32,21,3.0454113034520116e-6,4.785646333996018e-6,bci
cordbi,1,1982-01-01,1985-05-03,3.334246575342466,354,395,260,6.259058475065853e-5,8.989073341849897e-5,bci
cordbi,2,1985-05-03,1990-08-10,5.271232876712329,395,613,216,8.547541084123181e-5,1.8957395588809511e-4,bci
cordbi,3,1990-08-10,1995-05-20,4.7753424657534245,613,489,319,1.5672984678175809e-4,9.062610188060842e-5,bci
cordbi,4,1995-05-20,2000-05-14,4.983606557377049,489,307,211,1.51784334702676e-4,5.241473428581617e-5,bci
cordbi,5,2000-05-14,2005-05-29,5.041095890410959,307,230,148,8.273685873172511e-5,4.2669323371078356e-5,bci
cordbi,6,2005-05-29,2010-05-17,4.967123287671233,230,250,110,6.34784907193982e-5,7.405823917263123e-5,bci
