case,var,value,sd
BCI obs.,R/ANPP,0.26352986111111115,0.05548539665007268
BCI obs.,R/L,0.44843963681606824,0.10496131601595218
BCI obs.,RECRUITMENT,86.79944234812811,3.217778609761143
