sr,smp
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.384141814453125,-15744.653701782227
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.42070187109375,-47776.88217163086
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.462404478515625,-104457.89337158203
0.46024020703125,-127137.44354248047
0.46024020703125,-127137.44354248047
