sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
gustsu,1,1982-01-01,1985-05-03,3.334246575342466,880,856,833,2.873589262069567e-5,1.4062245325021286e-5,bci
gustsu,2,1985-05-03,1990-08-10,5.271232876712329,856,838,794,2.424600530188081e-5,1.720684247230251e-5,bci
gustsu,3,1990-08-10,1995-05-20,4.7753424657534245,838,844,811,1.1454945629477367e-5,1.400048910269456e-5,bci
gustsu,4,1995-05-20,2000-05-14,4.983606557377049,844,805,789,2.2670788662189318e-5,6.59513851990962e-6,bci
gustsu,5,2000-05-14,2005-05-29,5.041095890410959,805,790,760,1.82672558612102e-5,1.2178170574140134e-5,bci
gustsu,6,2005-05-29,2010-05-17,4.967123287671233,790,745,725,2.7077051869941283e-5,8.331400575366548e-6,bci
gustsu,7,2010-05-17,2015-07-09,5.144808743169399,745,713,684,2.4536241093090404e-5,1.1664770355731503e-5,bci
pterro,1,1982-01-01,1985-05-03,3.334246575342466,1574,1708,1448,7.779869935822186e-5,1.605369986756959e-4,bci
pterro,2,1985-05-03,1990-08-10,5.271232876712329,1708,1825,1491,8.692871157141551e-5,1.337981090546211e-4,bci
pterro,3,1990-08-10,1995-05-20,4.7753424657534245,1825,1810,1613,9.317440852248931e-5,8.65818796175962e-5,bci
pterro,4,1995-05-20,2000-05-14,4.983606557377049,1810,1668,1544,1.1363680174431981e-4,5.297354667780322e-5,bci
pterro,5,2000-05-14,2005-05-29,5.041095890410959,1668,1564,1428,1.0123693145536465e-4,5.7367594491373306e-5,bci
pterro,6,2005-05-29,2010-05-17,4.967123287671233,1564,1406,1303,1.1288894707886675e-4,4.4550044249514465e-5,bci
pterro,7,2010-05-17,2015-07-09,5.144808743169399,1406,1184,1117,1.2299607362065571e-4,2.8514660666380387e-5,bci
virosu,1,1982-01-01,1985-05-03,3.334246575342466,308,271,271,2.3196373816167646e-5,0,bci
virosu,2,1985-05-03,1990-08-10,5.271232876712329,271,248,246,9.861077253247152e-6,7.888861802597722e-7,bci
virosu,3,1990-08-10,1995-05-20,4.7753424657534245,248,228,228,8.657013404069904e-6,0,bci
virosu,4,1995-05-20,2000-05-14,4.983606557377049,228,202,200,1.1832850587419898e-5,8.452036133871356e-7,bci
virosu,5,2000-05-14,2005-05-29,5.041095890410959,202,184,183,7.83942324642056e-6,4.126012234958189e-7,bci
virosu,6,2005-05-29,2010-05-17,4.967123287671233,184,178,170,5.816599687770177e-6,3.323771250154387e-6,bci
virosu,7,2010-05-17,2015-07-09,5.144808743169399,178,159,152,1.076028189129419e-5,2.8969989707330514e-6,bci
simaam,1,1982-01-01,1985-05-03,3.334246575342466,1237,1262,1047,1.2069216433701684e-4,1.36572712276098e-4,bci
simaam,2,1985-05-03,1990-08-10,5.271232876712329,1262,1319,960,1.2762830119602734e-4,1.5171708652110533e-4,bci
simaam,3,1990-08-10,1995-05-20,4.7753424657534245,1319,1262,1015,1.4082781482322807e-4,1.144225995438728e-4,bci
simaam,4,1995-05-20,2000-05-14,4.983606557377049,1262,1254,891,1.70286714123787e-4,1.666147634149183e-4,bci
simaam,5,2000-05-14,2005-05-29,5.041095890410959,1254,1505,920,1.4945102018511095e-4,2.6176301439607757e-4,bci
simaam,6,2005-05-29,2010-05-17,4.967123287671233,1505,1600,1071,1.9925461487004152e-4,2.4287025637385244e-4,bci
simaam,7,2010-05-17,2015-07-09,5.144808743169399,1600,1855,1149,1.9945957121717906e-4,3.1223604718254636e-4,bci
protte,1,1982-01-01,1985-05-03,3.334246575342466,2603,2923,2489,6.945638093428088e-5,2.644216607498062e-4,bci
protte,2,1985-05-03,1990-08-10,5.271232876712329,2923,3166,2664,1.0199821553541991e-4,1.9769538300687566e-4,bci
protte,3,1990-08-10,1995-05-20,4.7753424657534245,3166,3149,2904,1.1350811350338361e-4,1.0614308323789688e-4,bci
protte,4,1995-05-20,2000-05-14,4.983606557377049,3149,3052,2820,1.3791907989993445e-4,9.725600771059208e-5,bci
protte,5,2000-05-14,2005-05-29,5.041095890410959,3052,3032,2736,1.3092136967604928e-4,1.2263520703832464e-4,bci
protte,6,2005-05-29,2010-05-17,4.967123287671233,3032,3091,2704,1.3817435151637593e-4,1.6302888425865088e-4,bci
protte,7,2010-05-17,2015-07-09,5.144808743169399,3091,3222,2712,1.5519785309192115e-4,2.08841438197572e-4,bci
brosal,1,1982-01-01,1985-05-03,3.334246575342466,862,903,838,1.4538614916733308e-5,3.9375415399486044e-5,bci
brosal,2,1985-05-03,1990-08-10,5.271232876712329,903,934,872,1.1929020064942325e-5,2.385804012988465e-5,bci
brosal,3,1990-08-10,1995-05-20,4.7753424657534245,934,930,898,1.5312607460935725e-5,1.3611206631942867e-05,bci
brosal,4,1995-05-20,2000-05-14,4.983606557377049,930,909,885,1.8418948225811742e-5,9.823439053766263e-6,bci
brosal,5,2000-05-14,2005-05-29,5.041095890410959,909,900,873,1.4514875489602634e-5,1.0886156617201976e-5,bci
brosal,6,2005-05-29,2010-05-17,4.967123287671233,900,878,848,2.143820706249191e-5,1.236819638220687e-5,bci
brosal,7,2010-05-17,2015-07-09,5.144808743169399,878,861,831,1.8678008377911113e-5,1.1922133007177307e-5,bci
ingape,1,1982-01-01,1985-05-03,3.334246575342466,203,208,169,2.1718236516426962e-5,2.4912094827666222e-5,bci
ingape,2,1985-05-03,1990-08-10,5.271232876712329,208,197,168,1.6518145302137113e-5,1.1975655344049408e-5,bci
ingape,3,1990-08-10,1995-05-20,4.7753424657534245,197,167,155,1.9294983246413002e-5,5.512852356118001e-6,bci
ingape,4,1995-05-20,2000-05-14,4.983606557377049,167,141,131,1.588213441507736e-5,4.411704004188156e-6,bci
ingape,5,2000-05-14,2005-05-29,5.041095890410959,141,141,120,8.878601739482512e-6,8.878601739482512e-6,bci
ingape,6,2005-05-29,2010-05-17,4.967123287671233,141,158,117,1.0396608582001422e-5,1.7760872994252428e-5,bci
ingape,7,2010-05-17,2015-07-09,5.144808743169399,158,172,139,7.772166822035282e-6,1.3499026585640227e-05,bci
poular,1,1982-01-01,1985-05-03,3.334246575342466,3422,2768,2670,4.908628190709959e-4,6.396882482574149e-5,bci
poular,2,1985-05-03,1990-08-10,5.271232876712329,2768,2148,2111,2.773830028768809e-4,1.5621265002198772e-5,bci
poular,3,1990-08-10,1995-05-20,4.7753424657534245,2148,1794,1778,1.667492087686428e-4,7.21077659540077e-6,bci
poular,4,1995-05-20,2000-05-14,4.983606557377049,1794,1406,1402,1.7318558807067532e-4,1.7671998782721972e-6,bci
poular,5,2000-05-14,2005-05-29,5.041095890410959,1406,1165,1145,1.1224253033161602e-4,8.600960178667894e-6,bci
poular,6,2005-05-29,2010-05-17,4.967123287671233,1165,996,949,9.423535803116062e-5,2.050491586789143e-5,bci
poular,7,2010-05-17,2015-07-09,5.144808743169399,996,859,777,9.38578813419335e-5,3.514313365314405e-5,bci
casear,1,1982-01-01,1985-05-03,3.334246575342466,271,228,214,3.705850889560021e-5,9.102089904182508e-6,bci
casear,2,1985-05-03,1990-08-10,5.271232876712329,228,189,174,2.279272108761204e-5,6.331311413225567e-6,bci
casear,3,1990-08-10,1995-05-20,4.7753424657534245,189,159,149,1.8362502944954162e-5,4.5906257362385405e-6,bci
casear,4,1995-05-20,2000-05-14,4.983606557377049,159,143,132,1.1656049748809032e-5,4.74876100877405e-6,bci
casear,5,2000-05-14,2005-05-29,5.041095890410959,143,128,112,1.3532034648054979e-5,6.984275947383215e-6,bci
casear,6,2005-05-29,2010-05-17,4.967123287671233,128,132,97,1.390106142736559e-5,1.5694746772832116e-5,bci
casear,7,2010-05-17,2015-07-09,5.144808743169399,132,108,90,1.8939128032129416e-5,8.116769156626894e-6,bci
hirttr,1,1982-01-01,1985-05-03,3.334246575342466,4143,4727,3974,1.0285410787642013e-4,4.582789540292566e-4,bci
hirttr,2,1985-05-03,1990-08-10,5.271232876712329,4727,5133,4469,1.0012858305675082e-4,2.5769526802202537e-4,bci
hirttr,3,1990-08-10,1995-05-20,4.7753424657534245,5133,5202,4838,1.2645852277665562e-4,1.560369569176361e-4,bci
hirttr,4,1995-05-20,2000-05-14,4.983606557377049,5202,4908,4700,2.0971313256841202e-4,8.689309078531813e-5,bci
hirttr,5,2000-05-14,2005-05-29,5.041095890410959,4908,4717,4504,1.6584829848908682e-4,8.743982073805815e-5,bci
hirttr,6,2005-05-29,2010-05-17,4.967123287671233,4717,4552,4338,1.5774983752764844e-4,8.907246762774873e-5,bci
hirttr,7,2010-05-17,2015-07-09,5.144808743169399,4552,4289,4113,1.7770007200667475e-4,7.124194230791516e-5,bci
ocotwh,1,1982-01-01,1985-05-03,3.334246575342466,1119,974,877,1.577303631333612e-4,6.322250092535553e-5,bci
ocotwh,2,1985-05-03,1990-08-10,5.271232876712329,974,785,722,1.0755576721576703e-4,2.6888941803941757e-5,bci
ocotwh,3,1990-08-10,1995-05-20,4.7753424657534245,785,603,582,9.535446111182623e-5,9.864254597775128e-6,bci
ocotwh,4,1995-05-20,2000-05-14,4.983606557377049,603,456,440,7.39011788915192e-5,7.254103449474277e-6,bci
ocotwh,5,2000-05-14,2005-05-29,5.041095890410959,456,409,369,3.7505579893472624e-5,1.72439447786081e-5,bci
ocotwh,6,2005-05-29,2010-05-17,4.967123287671233,409,406,331,3.411457003971684e-5,3.2802471192035424e-5,bci
ocotwh,7,2010-05-17,2015-07-09,5.144808743169399,406,412,334,3.0232941042735494e-5,3.275235279629679e-5,bci
guatdu,1,1982-01-01,1985-05-03,3.334246575342466,1584,1583,1428,9.699317367604459e-5,9.637142256273661e-5,bci
guatdu,2,1985-05-03,1990-08-10,5.271232876712329,1583,1535,1385,7.924696230442502e-5,6.003557750335229e-5,bci
guatdu,3,1990-08-10,1995-05-20,4.7753424657534245,1535,1364,1280,1.1459956310194343e-4,3.775044431593431e-5,bci
guatdu,4,1995-05-20,2000-05-14,4.983606557377049,1364,1138,1066,1.3165440284041552e-4,3.180911746479838e-5,bci
guatdu,5,2000-05-14,2005-05-29,5.041095890410959,1138,992,900,1.0350668825627669e-4,4.00109887377204e-5,bci
guatdu,6,2005-05-29,2010-05-17,4.967123287671233,992,941,798,8.504443056005031e-5,6.268738953653193e-5,bci
guatdu,7,2010-05-17,2015-07-09,5.144808743169399,941,955,767,7.332465701776706e-5,7.92243420651736e-5,bci
anacex,1,1982-01-01,1985-05-03,3.334246575342466,28,27,27,6.074900149848075e-7,0,bci
anacex,2,1985-05-03,1990-08-10,5.271232876712329,27,24,24,1.1932221019834286e-6,0,bci
anacex,3,1990-08-10,1995-05-20,4.7753424657534245,24,25,24,0,NaN,bci
anacex,4,1995-05-20,2000-05-14,4.983606557377049,25,24,22,1.2662294498874682e-6,8.441529665916455e-7,bci
anacex,5,2000-05-14,2005-05-29,5.041095890410959,24,25,23,4.035357174651857e-7,8.070714349303714e-7,bci
anacex,6,2005-05-29,2010-05-17,4.967123287671233,25,26,22,1.2703775616614732e-6,1.6938367488819643e-6,bci
anacex,7,2010-05-17,2015-07-09,5.144808743169399,26,24,22,1.6613434563267931e-6,8.306717281633966e-7,bci
tri2tu,1,1982-01-01,1985-05-03,3.334246575342466,12928,13447,11809,6.926126111660001e-4,0.001013851168087496,bci
tri2tu,2,1985-05-03,1990-08-10,5.271232876712329,13447,13686,11755,6.774298912116104e-4,7.731188652066309e-4,bci
tri2tu,3,1990-08-10,1995-05-20,4.7753424657534245,13686,13300,12177,6.615069394089535e-4,4.922944287317791e-4,bci
tri2tu,4,1995-05-20,2000-05-14,4.983606557377049,13300,12435,11532,7.505396703647378e-4,3.8333558955846054e-4,bci
tri2tu,5,2000-05-14,2005-05-29,5.041095890410959,12435,11802,10936,6.25720328733443e-4,3.614901965864987e-4,bci
tri2tu,6,2005-05-29,2010-05-17,4.967123287671233,11802,11293,10478,5.58732487462613e-4,3.4393276229760544e-4,bci
tri2tu,7,2010-05-17,2015-07-09,5.144808743169399,11293,10781,9894,5.732058314636815e-4,3.6342642781149784e-4,bci
guarsp,1,1982-01-01,1985-05-03,3.334246575342466,1556,1539,1387,1.0548239109847146e-4,9.487173637258972e-5,bci
guarsp,2,1985-05-03,1990-08-10,5.271232876712329,1539,1454,1291,1.0091334990958239e-4,6.6326113045411e-5,bci
guarsp,3,1990-08-10,1995-05-20,4.7753424657534245,1454,1321,1231,9.963988598683593e-5,4.0213406900516735e-5,bci
guarsp,4,1995-05-20,2000-05-14,4.983606557377049,1321,1121,1065,1.1176637356994596e-4,2.444889421842568e-5,bci
guarsp,5,2000-05-14,2005-05-29,5.041095890410959,1121,901,849,1.2025682489566964e-4,2.299027534770155e-5,bci
guarsp,6,2005-05-29,2010-05-17,4.967123287671233,901,793,725,7.714543232677915e-5,2.980618976261922e-5,bci
guarsp,7,2010-05-17,2015-07-09,5.144808743169399,793,673,605,8.126104153367334e-5,2.93922916185627e-5,bci
guargu,1,1982-01-01,1985-05-03,3.334246575342466,1783,1895,1672,6.808612963872885e-5,1.3678564783276158e-4,bci
guargu,2,1985-05-03,1990-08-10,5.271232876712329,1895,2032,1743,5.964183707439623e-5,1.1339796654276652e-4,bci
guargu,3,1990-08-10,1995-05-20,4.7753424657534245,2032,2037,1858,7.54752169797268e-5,7.764404505385688e-5,bci
guargu,4,1995-05-20,2000-05-14,4.983606557377049,2037,1966,1823,8.973295555365637e-5,5.996174132791056e-5,bci
guargu,5,2000-05-14,2005-05-29,5.041095890410959,1966,1904,1728,9.93697479443248e-5,7.348351108487885e-5,bci
guargu,6,2005-05-29,2010-05-17,4.967123287671233,1904,1993,1695,8.810531570871554e-5,1.2562384727845565e-4,bci
guargu,7,2010-05-17,2015-07-09,5.144808743169399,1993,2080,1792,8.151878983018604e-5,1.1680304214474417e-4,bci
zantpr,1,1982-01-01,1985-05-03,3.334246575342466,205,214,184,1.3076417950228893e-5,1.868059707175556e-5,bci
zantpr,2,1985-05-03,1990-08-10,5.271232876712329,214,171,160,2.29723167010935e-5,4.679545994667194e-6,bci
zantpr,3,1990-08-10,1995-05-20,4.7753424657534245,171,141,133,1.753320065026143e-5,3.6912001368971434e-6,bci
zantpr,4,1995-05-20,2000-05-14,4.983606557377049,141,114,109,1.4196013487242962e-5,2.2181271073817126e-6,bci
zantpr,5,2000-05-14,2005-05-29,5.041095890410959,114,90,84,1.3401851193633855e-5,2.680370238726771e-6,bci
zantpr,6,2005-05-29,2010-05-17,4.967123287671233,90,90,77,5.565469646697439e-6,5.56546964669744e-6,bci
zantpr,7,2010-05-17,2015-07-09,5.144808743169399,90,72,65,1.103285698721944e-5,3.089199956421443e-6,bci
termob,1,1982-01-01,1985-05-03,3.334246575342466,93,93,90,1.8202061177771955e-6,1.8202061177771957e-6,bci
termob,2,1985-05-03,1990-08-10,5.271232876712329,93,100,89,1.5448257102017532e-6,4.2482707030548214e-6,bci
termob,3,1990-08-10,1995-05-20,4.7753424657534245,100,94,87,5.74832205861644e-6,3.095250339255006e-6,bci
termob,4,1995-05-20,2000-05-14,4.983606557377049,94,90,89,2.0506507365830316e-06,4.101301473166063e-7,bci
termob,5,2000-05-14,2005-05-29,5.041095890410959,90,85,84,2.4467143036654737e-6,4.0778571727757895e-7,bci
termob,6,2005-05-29,2010-05-17,4.967123287671233,85,90,81,1.6417401338167448e-6,3.6939153010876758e-6,bci
termob,7,2010-05-17,2015-07-09,5.144808743169399,90,87,84,2.3977216196690757e-6,1.1988608098345378e-6,bci
guazul,1,1982-01-01,1985-05-03,3.334246575342466,55,53,50,3.099858315940364e-6,1.8599149895642182e-6,bci
guazul,2,1985-05-03,1990-08-10,5.271232876712329,53,52,44,3.6770663724615172e-6,3.268503442188015e-6,bci
guazul,3,1990-08-10,1995-05-20,4.7753424657534245,52,49,46,2.6361152515547227e-6,1.3180576257773614e-6,bci
guazul,4,1995-05-20,2000-05-14,4.983606557377049,49,61,43,2.535208142953283e-6,7.605624428859849e-6,bci
guazul,5,2000-05-14,2005-05-29,5.041095890410959,61,64,54,2.914489033208726e-6,4.163555761726752e-6,bci
guazul,6,2005-05-29,2010-05-17,4.967123287671233,64,74,57,2.9503865927631807e-6,7.1652245824248675e-6,bci
guazul,7,2010-05-17,2015-07-09,5.144808743169399,74,80,61,5.454455064372032e-6,7.97189586331297e-6,bci
tab1ro,1,1982-01-01,1985-05-03,3.334246575342466,312,309,273,2.4496433988710976e-5,2.2612092912656287e-5,bci
tab1ro,2,1985-05-03,1990-08-10,5.271232876712329,309,328,268,1.6466291348950704e-5,2.4097011730171762e-5,bci
tab1ro,3,1990-08-10,1995-05-20,4.7753424657534245,328,286,271,2.5706433128750104e-5,6.764850823355291e-6,bci
tab1ro,4,1995-05-20,2000-05-14,4.983606557377049,286,249,235,2.2104358565999392e-5,6.067863135764539e-6,bci
tab1ro,5,2000-05-14,2005-05-29,5.041095890410959,249,239,206,1.8380143752320455e-5,1.4105691716897095e-5,bci
tab1ro,6,2005-05-29,2010-05-17,4.967123287671233,239,247,211,1.1841968725733464e-5,1.5225388361657309e-5,bci
tab1ro,7,2010-05-17,2015-07-09,5.144808743169399,247,257,204,1.8028223994434784e-5,2.2220834225698687e-5,bci
sloate,1,1982-01-01,1985-05-03,3.334246575342466,606,615,585,1.2752419420843577e-5,1.8217742029776537e-5,bci
sloate,2,1985-05-03,1990-08-10,5.271232876712329,615,598,578,1.43936164866089e-5,7.78033323600481e-6,bci
sloate,3,1990-08-10,1995-05-20,4.7753424657534245,598,572,559,1.6772173460622295e-5,5.590724486874098e-6,bci
sloate,4,1995-05-20,2000-05-14,4.983606557377049,572,535,531,1.694665596216974e-5,1.6533322889921699e-6,bci
sloate,5,2000-05-14,2005-05-29,5.041095890410959,535,498,493,1.721352554554777e-5,2.0492292316128297e-6,bci
sloate,6,2005-05-29,2010-05-17,4.967123287671233,498,469,463,1.4505720206306997e-5,2.486694892509771e-6,bci
sloate,7,2010-05-17,2015-07-09,5.144808743169399,469,447,438,1.2385231207103121e-5,3.595712285933164e-6,bci
alchco,1,1982-01-01,1985-05-03,3.334246575342466,385,315,302,5.408204542459012e-5,8.470681813490019e-6,bci
alchco,2,1985-05-03,1990-08-10,5.271232876712329,315,268,239,3.2150256536601595e-5,1.2267861046861135e-5,bci
alchco,3,1990-08-10,1995-05-20,4.7753424657534245,268,230,221,2.1212080459703874e-5,4.0618877476028695e-6,bci
alchco,4,1995-05-20,2000-05-14,4.983606557377049,230,231,183,2.0623152218791302e-5,2.1061942691531543e-5,bci
alchco,5,2000-05-14,2005-05-29,5.041095890410959,231,229,189,1.802958271720724e-5,1.717103115924499e-5,bci
alchco,6,2005-05-29,2010-05-17,4.967123287671233,229,317,180,2.167061197885364e-5,6.0589262063325486e-5,bci
alchco,7,2010-05-17,2015-07-09,5.144808743169399,317,271,215,4.608530303524093e-5,2.5301734999740118e-5,bci
loncla,1,1982-01-01,1985-05-03,3.334246575342466,844,897,781,3.882103480171296e-5,7.1480000587281e-5,bci
loncla,2,1985-05-03,1990-08-10,5.271232876712329,897,942,782,4.609227952875034e-5,6.412838890956569e-5,bci
loncla,3,1990-08-10,1995-05-20,4.7753424657534245,942,917,830,4.928296367004506e-5,3.828230213655286e-5,bci
loncla,4,1995-05-20,2000-05-14,4.983606557377049,917,805,755,7.015948719143813e-5,2.165416271340683e-5,bci
loncla,5,2000-05-14,2005-05-29,5.041095890410959,805,737,693,4.714233427109036e-5,1.8520202749356924e-5,bci
loncla,6,2005-05-29,2010-05-17,4.967123287671233,737,712,617,5.1805984252783825e-5,4.101307086678719e-5,bci
loncla,7,2010-05-17,2015-07-09,5.144808743169399,712,676,618,3.86553217707086e-5,2.38511559861819e-5,bci
alsebl,1,1982-01-01,1985-05-03,3.334246575342466,7598,8354,7266,2.0226915180031872e-4,6.628579432492372e-4,bci
alsebl,2,1985-05-03,1990-08-10,5.271232876712329,8354,8928,7680,2.6451818725753667e-4,4.897903526667741e-4,bci
alsebl,3,1990-08-10,1995-05-20,4.7753424657534245,8928,9051,8341,2.5249862741642305e-4,3.0540719840828004e-4,bci
alsebl,4,1995-05-20,2000-05-14,4.983606557377049,9051,8853,8222,3.4558464975959364e-4,2.630445283453602e-4,bci
alsebl,5,2000-05-14,2005-05-29,5.041095890410959,8853,8790,8011,3.4756848476174586e-4,3.2156276678076015e-4,bci
alsebl,6,2005-05-29,2010-05-17,4.967123287671233,8790,8983,7982,3.379855557810278e-4,4.1871725412971395e-4,bci
alsebl,7,2010-05-17,2015-07-09,5.144808743169399,8983,9113,8154,3.3495826680058824e-4,3.8748489488753214e-4,bci
luehse,1,1982-01-01,1985-05-03,3.334246575342466,188,198,160,1.775326590369829e-5,2.4093718012161965e-5,bci
luehse,2,1985-05-03,1990-08-10,5.271232876712329,198,227,159,1.6141383497371263e-5,2.8143950713365277e-5,bci
luehse,3,1990-08-10,1995-05-20,4.7753424657534245,227,212,181,2.1026775040282663e-5,1.4170217961929621e-5,bci
luehse,4,1995-05-20,2000-05-14,4.983606557377049,212,220,164,2.1288432933221235e-5,2.4836505088758108e-5,bci
luehse,5,2000-05-14,2005-05-29,5.041095890410959,220,193,153,3.058514436884902e-5,1.825978768289494e-5,bci
luehse,6,2005-05-29,2010-05-17,4.967123287671233,193,221,155,1.6668690866043295e-5,2.8950884135759406e-5,bci
luehse,7,2010-05-17,2015-07-09,5.144808743169399,221,199,168,2.294017564808104e-5,1.3417838586613438e-5,bci
tripcu,1,1982-01-01,1985-05-03,3.334246575342466,376,371,349,1.6620067503775857e-5,1.3542277225298847e-5,bci
tripcu,2,1985-05-03,1990-08-10,5.271232876712329,371,346,327,1.7559213875060656e-5,7.582387809685283e-6,bci
tripcu,3,1990-08-10,1995-05-20,4.7753424657534245,346,322,306,1.75758047012087e-5,7.03032188048348e-6,bci
tripcu,4,1995-05-20,2000-05-14,4.983606557377049,322,281,269,2.282529118179941e-5,5.16799045625647e-6,bci
tripcu,5,2000-05-14,2005-05-29,5.041095890410959,281,258,238,1.8213971300750408e-5,8.471614558488562e-6,bci
tripcu,6,2005-05-29,2010-05-17,4.967123287671233,258,251,239,7.885764403672177e-6,4.980482781266638e-6,bci
tripcu,7,2010-05-17,2015-07-09,5.144808743169399,251,250,218,1.3567130324423944e-5,1.3156005163077764e-5,bci
cecrob,1,1982-01-01,1985-05-03,3.334246575342466,61,39,28,2.540913019985043e-5,8.469710066616809e-6,bci
cecrob,2,1985-05-03,1990-08-10,5.271232876712329,39,48,21,8.642689565496671e-6,1.2964034348245006e-5,bci
cecrob,3,1990-08-10,1995-05-20,4.7753424657534245,48,51,27,1.0897047968758849e-5,1.245376910715297e-5,bci
cecrob,4,1995-05-20,2000-05-14,4.983606557377049,51,102,36,6.8854147509487875e-6,3.0295824904174665e-5,bci
cecrob,5,2000-05-14,2005-05-29,5.041095890410959,102,235,62,1.9183396438088922e-5,8.296818959473459e-5,bci
cecrob,6,2005-05-29,2010-05-17,4.967123287671233,235,265,128,5.411142344138868e-5,6.92828505744883e-5,bci
cecrob,7,2010-05-17,2015-07-09,5.144808743169399,265,298,134,6.57897497946411e-5,8.236274020092475e-5,bci
licapl,1,1982-01-01,1985-05-03,3.334246575342466,253,295,241,7.3208537123212045e-6,3.294384170544542e-5,bci
licapl,2,1985-05-03,1990-08-10,5.271232876712329,295,323,268,1.0646582720713799e-5,2.1687483319972553e-5,bci
licapl,3,1990-08-10,1995-05-20,4.7753424657534245,323,319,294,1.2601441791475687e-5,1.0863311889203179e-5,bci
licapl,4,1995-05-20,2000-05-14,4.983606557377049,319,294,269,2.1455697710117522e-5,1.0727848855058761e-5,bci
licapl,5,2000-05-14,2005-05-29,5.041095890410959,294,278,254,1.6813205671619045e-5,1.0087923402971427e-5,bci
licapl,6,2005-05-29,2010-05-17,4.967123287671233,278,258,235,1.8494639275408803e-5,9.89248147289308e-6,bci
licapl,7,2010-05-17,2015-07-09,5.144808743169399,258,244,228,1.2250139581926656e-5,6.5334077770275495e-6,bci
eugeco,1,1982-01-01,1985-05-03,3.334246575342466,808,861,765,2.6288447555763263e-5,5.869048756635519e-5,bci
eugeco,2,1985-05-03,1990-08-10,5.271232876712329,861,867,753,4.32325657697348e-5,4.563437497916451e-5,bci
eugeco,3,1990-08-10,1995-05-20,4.7753424657534245,867,829,769,4.30124991322281e-5,2.6334183142180467e-5,bci
eugeco,4,1995-05-20,2000-05-14,4.983606557377049,829,703,669,6.982785383855359e-5,1.4838418940692639e-5,bci
eugeco,5,2000-05-14,2005-05-29,5.041095890410959,703,657,609,3.946942757155634e-5,2.0154601313135153e-5,bci
eugeco,6,2005-05-29,2010-05-17,4.967123287671233,657,653,588,2.9027105952165148e-5,2.7344375172329487e-5,bci
eugeco,7,2010-05-17,2015-07-09,5.144808743169399,653,629,576,3.146495146147458e-5,2.165769386309289e-5,bci
heisco,1,1982-01-01,1985-05-03,3.334246575342466,883,967,867,9.658877238448967e-6,6.036798274030604e-5,bci
heisco,2,1985-05-03,1990-08-10,5.271232876712329,967,995,909,2.256120581713543e-5,3.345282241851115e-5,bci
heisco,3,1990-08-10,1995-05-20,4.7753424657534245,995,985,956,1.6593072028182493e-5,1.2338438174802366e-5,bci
heisco,4,1995-05-20,2000-05-14,4.983606557377049,985,963,935,2.0485733832799717e-5,1.1472010946367842e-5,bci
heisco,5,2000-05-14,2005-05-29,5.041095890410959,963,936,919,1.7785274044664958e-5,6.871583153620552e-6,bci
heisco,6,2005-05-29,2010-05-17,4.967123287671233,936,900,887,2.0155629831328997e-5,5.347411996066876e-6,bci
heisco,7,2010-05-17,2015-07-09,5.144808743169399,900,877,855,1.7856680302108717e-5,8.72993259214204e-6,bci
eugene,1,1982-01-01,1985-05-03,3.334246575342466,523,566,506,1.0315415385534478e-5,3.640734841953345e-5,bci
eugene,2,1985-05-03,1990-08-10,5.271232876712329,566,599,540,1.0053718469220651e-5,2.281420729553917e-5,bci
eugene,3,1990-08-10,1995-05-20,4.7753424657534245,599,623,571,1.194984653479431e-5,2.2192572136046578e-5,bci
eugene,4,1995-05-20,2000-05-14,4.983606557377049,623,615,585,1.5635974037599386e-5,1.2344190029683725e-5,bci
eugene,5,2000-05-14,2005-05-29,5.041095890410959,615,611,578,1.5046681063954368e-5,1.3420012840824165e-5,bci
eugene,6,2005-05-29,2010-05-17,4.967123287671233,611,634,561,2.0824534981274313e-5,3.0403821072660498e-5,bci
eugene,7,2010-05-17,2015-07-09,5.144808743169399,634,650,583,2.0501200023676817e-5,2.693294905071268e-5,bci
pri2co,1,1982-01-01,1985-05-03,3.334246575342466,1353,1421,1336,1.0242377170994848e-5,5.121188585497424e-5,bci
pri2co,2,1985-05-03,1990-08-10,5.271232876712329,1421,1451,1371,1.9247224430954073e-5,3.079555908952652e-5,bci
pri2co,3,1990-08-10,1995-05-20,4.7753424657534245,1451,1446,1407,1.865297697977788e-5,1.653332050480312e-5,bci
pri2co,4,1995-05-20,2000-05-14,4.983606557377049,1446,1410,1376,2.8651963029254497e-5,1.391666775706647e-5,bci
pri2co,5,2000-05-14,2005-05-29,5.041095890410959,1410,1377,1337,2.958235019171039e-5,1.6209506954361855e-5,bci
pri2co,6,2005-05-29,2010-05-17,4.967123287671233,1377,1353,1313,2.6261510947617537e-5,1.641344434226096e-5,bci
pri2co,7,2010-05-17,2015-07-09,5.144808743169399,1353,1307,1260,3.7197466688363765e-5,1.879871972422685e-5,bci
sponra,1,1982-01-01,1985-05-03,3.334246575342466,200,185,160,2.58937614930292e-5,1.618360093314325e-5,bci
sponra,2,1985-05-03,1990-08-10,5.271232876712329,185,219,145,1.671124737996284e-5,3.091580765293126e-5,bci
sponra,3,1990-08-10,1995-05-20,4.7753424657534245,219,225,171,2.2114743633868725e-5,2.4879086588102316e-5,bci
sponra,4,1995-05-20,2000-05-14,4.983606557377049,225,272,154,3.296565377112537e-5,5.478798795764498e-5,bci
